,기업명,채용공고,위치,위치상세,태그,마감일,경력
241,펑타이그레이터차이나(피티코리아),데이터 엔지니어,서울 서초구,(06241) 서울 강남구 강남대로 372 FINE TOWER - 신분당선 강남 에서 200m 이내,"건강검진지원,식대지원,통신비,유연근무,자기계발지원,보너스,301~1,000명,설립10년이상",2024.05.19,경력 3-10년
242,하이퍼커넥트,Data & Analytics Engineer (DW/BI),서울 강남구,강남구 영동대로 517 아셈타워,"전문연구요원,산업기능요원,유망산업,재택근무,커피·스낵바,자기계발지원,건강검진지원,사내동호회,자유로운휴가,휴가비,단체보험,식대지원,유연근무,301~1,000명,설립10년이상",상시채용,경력 4-15년
243,디딤365,데이터 엔지니어 및 소프트웨어 개발자(JAVA),서울 성동구,"서울특별시 성동구 아차산로 17 (성수동1가, 서울숲L-Tower) 101호","자기계발지원,편의시설,자유로운휴가,커피·스낵바,유연근무,설립10년이상,연봉업계평균이상,인원급성장,51~300명",상시채용,경력 3-8년
244,포티투닷(42dot),Backend Engineer (Service Platform),서울 강남구,"서울특별시 강남구 남부순환로 2621 (도곡동, 서브원 강남빌딩) 9층","유망산업,식대지원,건강검진지원,커피·스낵바,장비지원,자기계발지원,301~1,000명,설립4~9년",상시채용,경력 5-20년
245,번개장터,Data Scientist,서울 서초구,"서울시 서초구 서초대로38길 12 마제스타시티 타워 2, 10층","건강검진지원,식대지원,보너스,커피·스낵바,설립10년이상",상시채용,경력 5-8년
246,넥서스에이아이,"Search/RAG, 데이터 수집가공, R&D 인프라 (LLM 기반 법률상담 챗봇)",서울 서초구,서울시 서초구 효령료 17,"건강검진지원,식대지원,커피·스낵바,설립3년이하",상시채용,경력 1-20년
247,아우름플래닛(Liner),[100억↑투자] 백엔드 엔지니어,서울 마포구,"서울특별시 마포구 양화로 140, 8층","커피·스낵바,산업기능요원,전문연구요원,식대지원,설립10년이상",2024.06.30,경력 3-15년
248,틸다,ML/DL 엔지니어 [Production],서울 서초구,서초구 태봉로 114 812호,"자율복장,자기계발지원,식대지원,유연근무,설립3년이하",2024.05.31,신입-경력 5년
249,코인원(coinone),데이터 엔지니어,서울 영등포구,"서울특별시 영등포구 여의대로 108 파크원 타워1 45층, 46층","유망산업,식대지원,커피·스낵바,편의시설,자기계발지원,건강검진지원,워크샵,단체보험,설립10년이상",상시채용,경력 3-10년
250,스캐터랩(Scatterlab),Data Analyst,서울 성동구,서울특별시 성동구 성수동1가 656-292 패스트파이브 9층,"편의시설,장비지원,커피·스낵바,휴가비,유망산업,설립10년이상",상시채용,경력 3-5년
251,웅진씽크빅,데이터사이언티스트,서울 종로구,중구 청계천로 24,"유망산업,건강검진지원,휴가비,어린이돌봄,유연근무,1,001~10,000명,설립10년이상",상시채용,경력 1-2년
252,넥슨코리아(NEXON),[인텔리전스랩스] 분석지원팀 데이터 엔지니어,경기 성남시,"경기도 성남시 분당구 판교로 256번길 7, 넥슨","자기계발지원,편의시설,사내동호회,유망산업,유연근무,1,001~10,000명,설립10년이상",상시채용,경력 1-20년
253,데이블(Dable),"Data Engineer (신입, 전문연구요원 현역/보충역)",서울 강남구,"서울시 강남구 테헤란로 507, 위워크타워 4층","편의시설,유연근무,식대지원,재택근무,건강검진지원,유망산업,복지포인트,설립4~9년",상시채용,신입
254,두나무(업비트/증권플러스),Data Engineer_운영 플랫폼 개발,서울 서초구,"서울시 서초구 강남대로 369 (서초동, DF Tower)","유망산업,건강검진지원,어린이돌봄,대출지원,통신비,식대지원,301~1,000명,설립10년이상",상시채용,경력 3-20년
255,스트리미(Streami),Data Intelligence and AML Tech,서울 강남구,"논현동 192-19, 12층","건강검진지원,식대지원,유망산업,커피·스낵바,유연근무,재택근무,장비지원,자기계발지원,설립4~9년",상시채용,경력 3-7년
256,레몬베이스,Data Analytics Engineer,서울 성동구,"서울시 성동구 아차산로 68, 11층, 12층 레몬베이스","스톡옵션,자기계발지원,산업기능요원,커피·스낵바,식대지원,퇴사율 6~10%,설립4~9년",상시채용,경력 2-7년
257,데이터라이즈,[100억↑투자] Data Analytics Engineer(2년 이상),서울 강남구,"서울특별시 강남구 도곡로 205, YK빌딩 6층","자기계발지원,커피·스낵바,재택근무,건강검진지원,설립4~9년",상시채용,경력 2-10년
258,스포카,데이터 분석가(주니어),서울 강남구,"서울특별시 강남구 테헤란로 124, 5층 503호 (역삼동, 삼원타워)","스톡옵션,식대지원,자기계발지원,커피·스낵바,육아휴직,건강검진지원,설립10년이상",상시채용,경력 1-3년
259,코니바이에린,[재택근무] 데이터 애널리틱스 엔지니어 (3년+),서울 ,재택가능,"건강검진지원,재택근무,커피·스낵바,설립4~9년",상시채용,경력 3-10년
260,다우기술,금융 데이터 엔지니어,서울 마포구,"서울 마포구 독막로 311, 재화스퀘어","유연근무,자기계발지원,복지포인트,대출지원,301~1,000명,설립10년이상",2024.05.12,경력 3-6년
261,올리브유니온(OliveUnion),Data analyst 석사급,서울 서초구,서초구 반포대로28길 24 호원빌딩,"식대지원,설립4~9년",상시채용,경력 1-3년
262,스페이스오디티(Space Oddity),케이팝 데이터 시스템 엔지니어(크롤링/스크래핑),서울 성동구,서울시 성동구 성수동 1가 왕십리로 115 헤이그라운드 서울숲점,"장비지원,커피·스낵바,재택근무,자기계발지원,워크샵,설립4~9년",상시채용,경력 2-8년
263,뤼이드(Riiid),Data Engineer,서울 강남구,강남구 테헤란로 424 삼성생명 대치타워 19F,"건강검진지원,커피·스낵바,복지포인트,유망산업,설립10년이상",상시채용,경력 2-5년
264,블리몽키즈,Python Django 기반 서버 개발,서울 마포구,"마포구 양화로 186, 5층","자유로운휴가,휴가비,커피·스낵바,유급휴가,재택근무,설립4~9년",상시채용,경력 3-6년
265,와드(캐치테이블),Data Analyst (주니어),경기 ,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 605호,"커피·스낵바,휴가비,자기계발지원,건강검진지원,설립4~9년",상시채용,경력 3-7년
266,모라이(MORAI),Map Data Technician,서울 강남구,"서울시 강남구 테헤란로 78길 16, 7층","식대지원,커피·스낵바,유연근무,건강검진지원,보너스,휴가비,전문연구요원,설립4~9년",상시채용,신입-경력 3년
267,해줌,[100억↑투자] 데이터사이언티스트,서울 송파구,"서울시 송파구 법원로 128, SK V1 A동 706호","자율복장,유연근무,육아휴직,편의시설,사내동호회,워크샵,유망산업,보너스,자기계발지원,커피·스낵바,건강검진지원,설립10년이상",상시채용,경력 3-15년
268,포티투닷(42dot),Data Analyst,서울 강남구,"서울특별시 강남구 남부순환로 2621 (도곡동, 서브원 강남빌딩) 9층","유망산업,식대지원,건강검진지원,커피·스낵바,장비지원,자기계발지원,301~1,000명,설립4~9년",상시채용,경력 4-15년
269,삼육오엠씨네트웍스,[부산서면] 의료 Data / AI 사이언티스트,서울 ,부산진구 서면로 74 아이온시티빌딩 14층,"커피·스낵바,보너스,자기계발지원,장비지원,유망산업,식대지원,설립4~9년",2024.06.30,경력 3-5년
270,팀블랙버드(CryptoQuant),[100억↑투자] Web3 데이터 엔지니어,서울 영등포구,서울특별시 영등포구 국회대로 612,"유망산업,커피·스낵바,건강검진지원,재택근무,유연근무,설립4~9년",상시채용,경력 2-10년
271,아파트멘터리,[500억↑투자] Machine Learning Engineer,서울 송파구,서울특별시 송파구 올림픽로 240 롯데웰빙센터 2F (스파크플러스 잠실점),"커피·스낵바,건강검진지원,자기계발지원,유연근무,설립4~9년",상시채용,경력 3-5년
272,플레이태그,백엔드 엔지니어,서울 강남구,강남구 강남대로 140번길 9 (논현동21-16) 마커스신사 5층,"어린이돌봄,유망산업,출산휴가,커피·스낵바,자기계발지원,리프레시휴가,식대지원,설립3년이하,연봉상위11~20%,인원급성장,50명이하",상시채용,경력 3-5년
273,와이지플러스(YG PLUS),IT기획운영팀 Data Engineer(3년~6년),서울 영등포구,"서울 영등포구 국제금융로 10 19층 (여의도동, 쓰리아이에프씨)","사내동호회,커피·스낵바,자기계발지원,건강검진지원,유급휴가,유연근무,장비지원,재택근무,설립10년이상",상시채용,경력 3-6년
274,엘리스,AI 엔지니어,서울 강남구,"서울시 강남구 선릉로 433 세방빌딩 6층, 16층","유망산업,산업기능요원,커피·스낵바,건강검진지원,보너스,전문연구요원,식대지원,설립4~9년",상시채용,신입-경력 10년
275,강남언니(힐링페이퍼),데이터 엔지니어,서울 강남구,"테헤란로 124, 삼원타워(변협 신회관 빌딩) 13층","건강검진지원,대출지원,사내동호회,커피·스낵바,의료비지원,식대지원,전문연구요원,산업기능요원,설립10년이상",상시채용,경력 3-9년
276,헥토데이터,마이데이터 백엔드 개발자,서울 강남구,서울특별시 강남구 테헤란로 223 큰길타워빌딩 5층,"육아휴직,장비지원,커피·스낵바,편의시설,설립10년이상",2024.05.31,경력 2-7년
277,핀다(FINDA),오픈업 데이터 엔지니어 (Python),서울 강남구,"서울 강남구 테헤란로 518, (대치동) 한국섬유산업연합회 4층 핀다","건강검진지원,스톡옵션,커피·스낵바,보너스,산업기능요원,설립4~9년",상시채용,신입-경력 10년
278,백패커,[아이디어스] Data Engineer,서울 서초구,"서울특별시 서초구 서초대로 398 BNK디지털타워 19층, 20층","건강검진지원,유연근무,식대지원,자기계발지원,휴가비,유급휴가,편의시설,설립10년이상",상시채용,경력 3-7년
279,매드업,데이터 엔지니어 (테크사업부),서울 강남구,서울특별시 강남구 강남대로94길 10 케이스퀘어강남 9층,"커피·스낵바,대출지원,유급휴가,휴가비,건강검진지원,재택근무,복지포인트,유망산업,설립4~9년",2024.06.02,경력 1-3년
280,피매치,백엔드 엔지니어,서울 마포구,마포구 마포대로 122 프론트원 13층,"유망산업,보너스,커피·스낵바,자기계발지원,식대지원,설립3년이하",상시채용,경력 2-5년
281,빅밸류,개발팀(Back-End Development),서울 중구,서울시 중구 서소문로138 대한일보빌딩 1205호,"유망산업,유연근무,자유로운휴가,건강검진지원,자기계발지원,식대지원,설립4~9년",상시채용,경력 5-10년
282,연합시스템,"빅데이터 분석, AI (머신러닝,딥러닝)",경기 김포시,경기도 김포시 양촌읍 황금로 323번길 26번지,"식대지원,커피·스낵바,유급휴가,육아휴직,유연근무,어린이돌봄,설립10년이상",상시채용,경력 1-15년
283,시크한,IT 개발자,서울 관악구,호암로 24길 6,설립3년이하,상시채용,경력 3-10년
284,렉스소프트,디지털헬스케어 IT 인프라 운영 관리,서울 관악구,"서울특별시 관악구 관악로 1, 연구공원본관 2층 222, 223호","커피·스낵바,식대지원,자율복장,유망산업,건강검진지원,설립4~9년",2024.06.15,신입-경력 3년
285,야놀자Tech(R&D),Data Analyst,서울 강남구,서울특별시 강남구 테헤란로108길 42,"커피·스낵바,보너스,유망산업,자기계발지원,자유로운휴가,식대지원",상시채용,경력 2-7년
286,클럼엘,신입 Software Engineer (Data),서울 강남구,"서울 강남구 테헤란로26길 12, 제일비전타워 2층","스톡옵션,자율복장,자유로운휴가,재택근무,커피·스낵바,식대지원,설립3년이하",상시채용,신입
287,비디오몬스터,[ViiV(비브)] 백엔드(BE) 개발자,서울 중구,"서울특별시 중구 을지로 55, 교원명동빌딩 5층","유망산업,장비지원,재택근무,식대지원,설립4~9년",상시채용,경력 3-7년
288,한국신용데이터(KCD),[2600억↑투자] [데이터전략실] Data Engineer (DW & Mart),서울 강남구,"서울특별시 강남구 테헤란로 127, 4층(하나금융그룹 강남사옥)","자기계발지원,식대지원,커피·스낵바,보너스,건강검진지원,장비지원,의료비지원,스톡옵션,설립4~9년",상시채용,경력 3-10년
289,비바리퍼블리카(토스),Data Analytics Engineer,서울 강남구,테헤란로 142 아크플레이스 12층,"단체보험,통신비,재택근무,커피·스낵바,편의시설,보너스,301~1,000명,설립10년이상",상시채용,경력 2-10년
290,카카오뱅크(kakaobank),데이터웨어하우스 운영 담당자,경기 성남시,"(도로명) 경기도 성남시 분당구 분당내곡로 131 판교테크원타워, 타워2 11층","편의시설,의료비지원,건강검진지원,어린이돌봄,휴가비,자기계발지원,유연근무,인원급성장,유급휴가,복지포인트,1,001~10,000명,설립4~9년",상시채용,경력 3-10년
291,스카이랩스(SkyLabs),[400억↑투자] 딥러닝/머신러닝(AI) 개발자 (신입/병역특례 전문연구요원 가능),경기 성남시,"성남시 분당구 판교로 255번길 58, 씨즈타워 703호","자율복장,편의시설,식대지원,수평적조직,커피·스낵바,유망산업,유연근무,전문연구요원,설립4~9년",상시채용,신입
292,기어세컨드,데이터 분석가,서울 마포구,"서울특별시 마포구 홍익로 25, 3층","식대지원,커피·스낵바,자기계발지원,설립3년이하",상시채용,신입-경력 10년
