,기업명,채용공고,위치,위치상세,태그,마감일,경력
113,카카오헬스케어,헬스케어 RWE 사업개발담당 (5년이상),경기 성남시,"경기도 성남시 분당구 판교역로 166, 카카오판교아지트 B동 5층","건강검진지원,식대지원,유연근무,어린이돌봄,편의시설,커피·스낵바,자기계발지원,장비지원,설립3년이하",2024.05.13,경력 5-10년
114,펫닥,Data & Analytics Engineer,서울 서초구,"서울 서초구 강남대로79길 32, 5층","식대지원,자기계발지원,복지포인트,건강검진지원,장비지원,자유로운휴가,수평적조직,설립4~9년",상시채용,경력 3-7년
115,컬리,[컬리] 핀테크 데이터 엔지니어,서울 강남구,서울특별시 강남구 테헤란로 133,"의료비지원,휴가비,유급휴가,커피·스낵바,1,001~10,000명,설립10년이상",상시채용,경력 5-15년
116,클럼엘,[6년 이상] 시니어 Software Engineer (Data),서울 강남구,"서울 강남구 테헤란로26길 12, 제일비전타워 2층","스톡옵션,자율복장,자유로운휴가,재택근무,커피·스낵바,식대지원,설립3년이하",상시채용,경력 6-15년
117,아이헤이트플라잉버그스,[600억↑투자] 머신러닝 엔지니어 / AI Researcher,서울 영등포구,"서울특별시 영등포구 여의대로 108 파크원 타워1, 38-39층","커피·스낵바,식대지원,사내동호회,301~1,000명,설립10년이상",상시채용,경력 5-10년
118,포디리플레이코리아,Cloud Engineer,경기 성남시,"경기도 성남시 분당구 황새울로200번길 26, 1층 (N타워가든빌딩)","자기계발지원,통신비,사내동호회,유연근무,커피·스낵바,편의시설,보너스,식대지원,건강검진지원,스톡옵션,설립10년이상",상시채용,경력 1-4년
119,두부,[두부팡] 시니어 유니티 클라이언트 엔지니어,서울 서초구,서초구 서초대로78길 52 강남 인앤인빌딩 4층,"유연근무,식대지원,출산휴가,유급휴가,재택근무,육아휴직,설립4~9년",상시채용,경력 5-7년
120,소프트베리,EVI Data Engineer,서울 서초구,서울특별시 서초구 매헌로 24 NH디지털혁신캠퍼스 5층,"편의시설,자기계발지원,커피·스낵바,유연근무,건강검진지원,복지포인트,설립4~9년",상시채용,경력 1-5년
121,엘리오앤컴퍼니,헬스케어 시스템 개발자,서울 강남구,서울특별시 강남구 언주로 103길 7,설립10년이상,2024.05.31,경력 5-12년
122,중앙일보,데이터 개발,서울 마포구,서울특별시 마포구 상암산로 48-6 중앙일보 빌딩,"의료비지원,대출지원,유연근무,건강검진지원,자유로운휴가,자기계발지원,301~1,000명,설립10년이상",상시채용,경력 5-8년
123,야놀자Tech(R&D),DBA - MySQL,서울 강남구,서울특별시 강남구 테헤란로108길 42,"커피·스낵바,보너스,유망산업,자기계발지원,자유로운휴가,식대지원",상시채용,경력 3-8년
124,닥터나우,데이터 분석가,서울 강남구,"서울시 강남구 역삼로17길 51, 중경미드타운센터 6층","식대지원,건강검진지원,커피·스낵바,산업기능요원,설립4~9년",상시채용,경력 3-7년
125,포티투닷(42dot),Backend Engineer (AI 위치정보 Data Platform),서울 강남구,"서울특별시 강남구 남부순환로 2621 (도곡동, 서브원 강남빌딩) 9층","유망산업,식대지원,건강검진지원,커피·스낵바,장비지원,자기계발지원,301~1,000명,설립4~9년",상시채용,경력 5-14년
126,셰어라운드,데이터 엔지니어,서울 종로구,"서울특별시 종로구 종로 6, 광화문우체국 5층 셰어라운드(주) / 5호선 광화문역 1분 거리","유연근무,커피·스낵바,자기계발지원,설립4~9년",상시채용,경력 5-10년
127,인포유앤컴퍼니,SQL 개발자,서울 성동구,"서울시 성동구 성수일로 111, 선명스퀘어 311호","보너스,사내동호회,유연근무,설립4~9년",상시채용,신입-경력 10년
128,클로인트,블록체인 데이터 엔지니어,서울 서초구,서초구,"유망산업,건강검진지원,장비지원,커피·스낵바",상시채용,경력 7-15년
129,핵클(Hackle),데이터 엔지니어,서울 강남구,"서울시 강남구 논현로75길 8, 비드빌딩 2층","식대지원,자기계발지원,커피·스낵바,설립4~9년",상시채용,경력 5-20년
130,앳홈,데이터분석,서울 성동구,"성동구 뚝섬로1길 63, 10층","식대지원,커피·스낵바,자기계발지원,유연근무,건강검진지원,자유로운휴가,설립4~9년",2024.05.17,경력 5-10년
131,핀다(FINDA),데이터 분석가,서울 강남구,"서울 강남구 테헤란로 518, (대치동) 한국섬유산업연합회 4층 핀다","건강검진지원,스톡옵션,커피·스낵바,보너스,산업기능요원,설립4~9년",상시채용,경력 5-8년
132,앤서스랩코리아,[Slot]슬롯 Server,서울 강남구,"서울특별시 강남구 언주로 609, PAX TOWER 4층","복지포인트,커피·스낵바,식대지원,사내동호회,자기계발지원,유망산업,301~1,000명,설립10년이상",상시채용,경력 5-15년
133,롯데카드,DE,서울 종로구,종로구 콘코디언빌딩,"커피·스낵바,건강검진지원,리프레시휴가,설립10년이상,1,001~10,000명",상시채용,경력 13-17년
134,콜리,[100억↑투자] 머신러닝 엔지니어,서울 강남구,강남구 논현로 709 5층,"식대지원,설립4~9년",상시채용,신입-경력 25년
135,바이브온코퍼레이션,데이터 엔지니어 (2년 이상),서울 마포구,"서울시 마포구 매봉산로 37, 1001호 (상암동, DMC 산학협력센터)","유망산업,자율복장,보너스,육아휴직,설립3년이하",상시채용,경력 2-10년
136,핀다(FINDA),데이터 사이언티스트,서울 강남구,"서울 강남구 테헤란로 518, (대치동) 한국섬유산업연합회 4층 핀다","건강검진지원,스톡옵션,커피·스낵바,보너스,산업기능요원,설립4~9년",상시채용,경력 5-8년
137,덴컴,인프라 및 보안 담당자,서울 강남구,"서울특별시 강남구 삼성로85길 26, V&S 14층","유연근무,리프레시휴가,편의시설,식대지원,유망산업,스톡옵션,커피·스낵바,설립4~9년",상시채용,경력 5-10년
138,메디웨일,데이터 엔지니어,서울 강남구,"서울특별시 강남구 논현로 746, 석호빌딩 4층 메디웨일","커피·스낵바,건강검진지원,유연근무,재택근무,식대지원,설립4~9년",상시채용,경력 5-10년
139,"우아한형제들(배달의민족,Tech)",Data Engineer,서울 송파구,서울시 송파구 올림픽로 295 삼성생명빌딩,"유연근무,보너스,어린이돌봄,단체보험,복지포인트,장비지원,1,001~10,000명,설립10년이상",상시채용,경력 1-2년
140,엑셈,"데이터 사이언티스트 (5년이상, 과장급)",서울 강서구,서울 강서구 마곡중앙8로5길 40 (마곡동) (주)엑셈,"유망산업,통신비,자기계발지원,편의시설,육아휴직,사내동호회,건강검진지원,워크샵,301~1,000명,설립10년이상",상시채용,경력 5-10년
141,브레인커머스,[잡플래닛] Analytics Engineer,서울 강남구,서울 강남구 테헤란로 509 10층,"식대지원,의료비지원,건강검진지원,커피·스낵바,스톡옵션,설립10년이상",상시채용,경력 3-6년
142,더스윙,[SWING] 데이터 사이언티스트,서울 용산구,용산구 서빙고로 17 센트럴파크타워,"자기계발지원,식대지원,유급휴가,커피·스낵바,건강검진지원,스톡옵션,설립4~9년",상시채용,경력 1-10년
143,루센트블록,[Tech] Data Engineer,대전 유성구,유성구 엑스포로1. 엑스포타워 11층,"커피·스낵바,설립4~9년",상시채용,신입-경력 10년
144,케이티넥스알(KTNexR),Project Leader (PL) (Data Ops팀),서울 송파구,"서울 송파구 올림픽로 295, 삼성생명 잠실빌딩 16층","자기계발지원,통신비,커피·스낵바,설립10년이상",상시채용,경력 5-15년
145,와드(캐치테이블),Data Engineer,경기 ,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 605호,"커피·스낵바,휴가비,자기계발지원,건강검진지원,설립4~9년",상시채용,경력 5-15년
146,넥슨코리아(NEXON),[인텔리전스랩스] 탐지솔루션실 데이터 엔지니어,경기 성남시,"경기도 성남시 분당구 판교로 256번길 7, 넥슨","자기계발지원,편의시설,사내동호회,유망산업,유연근무,1,001~10,000명,설립10년이상",상시채용,경력 1-99년
147,쿠팡,Staff Data Engineer/Data Scientist (S&OP),서울 송파구,서울특별시 송파구 송파대로 570,"장비지원,편의시설,유연근무,식대지원,사내동호회,건강검진지원,보너스,커피·스낵바,재택근무,유망산업,10,001명이상,설립10년이상",상시채용,경력 8-20년
148,에니아이(Aniai),Data Scientist (전문연구요원 가능),서울 성동구,서울 성동구 상원1길 22 굿타워,"커피·스낵바,식대지원,자기계발지원,유망산업,유급휴가,설립4~9년,연봉상위2~5%,인원급성장,50명이하",상시채용,경력 3-15년
149,롯데정보통신,[Data&AI사업팀] Data Analytics,서울 금천구,서울특별시 금천구 가산디지털2로 179 롯데정보통신,"복지포인트,출산휴가,육아휴직,유연근무,단체보험,건강검진지원,어린이돌봄,자기계발지원,유망산업,1,001~10,000명,설립4~9년",상시채용,경력 7-10년
150,토스뱅크,Data Engineer,서울 강남구,서울특별시 강남구 테헤란로 131,"통신비,단체보험,보너스,커피·스낵바,재택근무,편의시설,대출지원,유급휴가,301~1,000명,설립4~9년",상시채용,경력 3-20년
151,인포유앤컴퍼니,Data Engineer (BI 개발자),서울 성동구,"서울시 성동구 성수일로 111, 선명스퀘어 311호","보너스,사내동호회,유연근무,설립4~9년",상시채용,경력 2-10년
152,이글루코퍼레이션,데이터 분석 엔진 개발 (6년이상),서울 송파구,서울 송파구 문정동 정의로 8길 7 한스빌딩 ㈜이글루코퍼레이션,"유연근무,단체보험,사내동호회,통신비,유망산업,1,001~10,000명,설립10년이상",2024.05.30,경력 6-10년
153,몰로코,Senior Software Engineer - Data Engineering,서울 강남구,서울 강남구 역삼 센터필드 West 8층,"유연근무,통신비,재택근무,자기계발지원,식대지원,설립10년이상",상시채용,경력 8-20년
154,로완,AI연구팀장,서울 중구,"서울특별시 중구 통일로 10, 연세대학교 세브란스빌딩 18층","유망산업,유연근무,편의시설,커피·스낵바,설립4~9년",2024.05.13,경력 5-20년
155,네시삼십삼분(4:33),DBA(Database Administrator),서울 강남구,서울 강남구 삼성로104길 22,"유망산업,건강검진지원,자기계발지원,설립10년이상",상시채용,경력 5-10년
156,반프,R&D / Data Scientist & Data Analyst,서울 강남구,"서울시 강남구 역삼로 175, 3층","유연근무,자기계발지원,커피·스낵바,식대지원,설립3년이하",상시채용,경력 3-10년
157,토스뱅크,Risk System Developer,서울 강남구,서울특별시 강남구 테헤란로 131,"통신비,단체보험,보너스,커피·스낵바,재택근무,편의시설,대출지원,유급휴가,301~1,000명,설립4~9년",상시채용,경력 2-20년
158,핀업,데이터베이스 관리자(DBA),서울 강남구,"서울시 강남구 삼성로95길 10, 2-4층",설립4~9년,2024.05.21,경력 5-7년
159,비바리퍼블리카(토스),Data Engineer,서울 강남구,테헤란로 142 아크플레이스 12층,"단체보험,통신비,재택근무,커피·스낵바,편의시설,보너스,301~1,000명,설립10년이상",상시채용,경력 4-10년
160,슈퍼진,LLM / ML 엔지니어 (3년 이상),경기 성남시,"성남시 분당구 판교역로 225-15 (삼평동, 업무B동) 7층","스톡옵션,커피·스낵바,건강검진지원,자유로운휴가,유망산업,보너스,유연근무,설립4~9년",상시채용,경력 3-15년
161,강남언니(힐링페이퍼),머신러닝 엔지니어 (전문연구요원),서울 강남구,"테헤란로 124, 삼원타워(변협 신회관 빌딩) 13층","건강검진지원,대출지원,사내동호회,커피·스낵바,의료비지원,식대지원,전문연구요원,산업기능요원,설립10년이상",상시채용,경력 3-9년
162,에듀템,인공지능 기술개발 및 연구,서울 마포구,서울 마포구 월드컵북로 396 누리꿈스퀘어 연구개발타워 1104호,"유망산업,유연근무,복지포인트,자기계발지원,보너스,설립4~9년",상시채용,신입-경력 10년
163,포티투닷(42dot),Deep Learning Engineer (음성 합성 TTS 연구/개발),서울 서초구,서초대로 74길 14,"유망산업,식대지원,건강검진지원,커피·스낵바,장비지원,자기계발지원,301~1,000명,설립4~9년",상시채용,경력 1-20년
164,비케이브,IT 세일즈포스 운영 담당자,서울 마포구,"마포구 잔다리로 24, 서영빌딩","사내동호회,복지포인트,자기계발지원,식대지원,커피·스낵바,유연근무,자유로운휴가,건강검진지원,301~1,000명,설립10년이상",상시채용,경력 2-8년
165,쥬비스다이어트,DA (5년 이상),서울 강남구,서울 강남구 삼성로434,"유연근무,301~1,000명,설립10년이상",상시채용,경력 5-10년
166,씨드로닉스,AI 이미지 데이터 관리자,서울 강남구,"강남구 테헤란로20길 20, 삼정빌딩 3층","유망산업,유연근무,건강검진지원,휴가비,식대지원,설립4~9년",상시채용,신입-경력 4년
167,메이븐클라우드서비스,데이터 엔지니어,서울 강남구,강남구 언주로 609 팍스타워 B동 14층,"편의시설,사내동호회,워크샵,자유로운휴가,커피·스낵바,인원성장,설립4~9년",상시채용,경력 3-20년
168,이마고웍스,[100억↑투자] Data Pipeline Team Leader,서울 강남구,서울시 강남구 강남대로 636,"유망산업,커피·스낵바,유급휴가,건강검진지원,식대지원,설립4~9년",상시채용,경력 2-10년
169,룰루랩(lululab),피부진단 솔루션 개발 (AI개발자),서울 강남구,도산대로 318,"자기계발지원,식대지원,유망산업,설립4~9년",상시채용,경력 5-8년
170,쿠팡,데이터 엔지니어,서울 송파구,서울특별시 송파구 송파대로 570,"장비지원,편의시설,유연근무,식대지원,사내동호회,건강검진지원,보너스,커피·스낵바,재택근무,유망산업,10,001명이상,설립10년이상",상시채용,경력 8-15년
171,에비드넷,데이터 구축 및 운영,서울 강남구,"서울특별시 강남구 강남대로 292, 3층(뱅뱅빌딩)","건강검진지원,커피·스낵바,식대지원,장비지원,사내동호회,유연근무,보너스,의료비지원,설립4~9년",상시채용,경력 3-10년
172,원프레딕트(onepredict),Data Platform Engineer,서울 강남구,서울특별시 강남구 테헤란로 419 강남파이낸스플라자 8층,"커피·스낵바,식대지원,사내동호회,보너스,유급휴가,건강검진지원,유망산업,설립4~9년",상시채용,경력 5-10년
173,이지케어텍,DBA,서울 중구,서울 중구 퇴계로 307 광희빌딩 이지케어텍,"의료비지원,사내동호회,건강검진지원,자기계발지원,복지포인트,301~1,000명,설립10년이상",상시채용,경력 10-25년
174,한국모바일결제,데이터 엔지니어 (2년 이상),서울 강남구,"서울시 강남구 테헤란로2길 27, 비전타워 15층","식대지원,커피·스낵바,장비지원,자유로운휴가,자기계발지원,자율복장,편의시설,워크샵,설립3년이하",2024.06.28,경력 2-8년
175,브이엔티지,SAP BI 운영 및 개발자 (1년이상),서울 마포구,"서울 마포구 양화로 45 세아타워 6층, 7층","유연근무,자기계발지원,리프레시휴가,휴가비,유급휴가,건강검진지원,커피·스낵바,설립4~9년",상시채용,경력 1-5년
176,더리얼그룹,[리얼리] 백엔드 개발자,서울 성동구,"서울특별시 성동구 성수동2가 273-13, 3층 307호(에스팩토리B동)","워크샵,휴가비,출산휴가,보너스,식대지원,육아휴직,설립4~9년",상시채용,경력 3-8년
177,디랩스,DBA(Database Administrator),서울 강남구,"서울시 강남구 삼성로104길 22, 2층","유망산업,건강검진지원,자기계발지원,설립3년이하",상시채용,경력 5-10년
178,인포유앤컴퍼니,PM(Project Manager),서울 성동구,"서울시 성동구 성수일로 111, 선명스퀘어 311호","보너스,사내동호회,유연근무,설립4~9년",상시채용,경력 2-10년
179,토스뱅크,CSS Modeler,서울 강남구,서울특별시 강남구 테헤란로 131,"통신비,단체보험,보너스,커피·스낵바,재택근무,편의시설,대출지원,유급휴가,301~1,000명,설립4~9년",상시채용,경력 3-15년
180,메타넷글로벌,RPA Developer,경기 화성시,화성시,"건강검진지원,복지포인트,설립10년이상,연봉상위2~5%,인원급성장,51~300명",상시채용,경력 1-15년
181,플리토,"AI, ML Engineer 박사급",서울 강남구,"서울특별시 강남구 영동대로 96길 20 대화빌딩, 6층","유망산업,식대지원,건강검진지원,자기계발지원,대출지원,설립10년이상",상시채용,신입-경력 7년
182,크레이지알파카,데이터 엔지니어(팀원),서울 서초구,서울 서초구 서초대로74길 14,"유연근무,장비지원,유망산업,커피·스낵바,편의시설,설립3년이하",2024.05.16,경력 1-3년
183,세이브더칠드런코리아,IT팀 DW/BI 담당자,서울 마포구,서울특별시 마포구 토정로 174,"유연근무,설립10년이상",상시채용,경력 4-15년
184,이노그리드,[아키텍쳐팀] TA / 부장,서울 중구,"서울시 중구 을지로 100, B동 10층 (파인에비뉴)","유망산업,설립10년이상",2024.05.31,경력 15-20년
185,이노그리드,[아키텍쳐팀] AA/SA / 부장,서울 중구,"서울시 중구 을지로 100, B동 10층 (파인에비뉴)","유망산업,설립10년이상",2024.05.31,경력 15-20년
186,이노그리드,[혁신기술 1팀] 기술지원 / 책임,서울 중구,"서울시 중구 을지로 100, B동 10층 (파인에비뉴)","유망산업,설립10년이상",2024.05.31,경력 6-10년
187,이노그리드,[혁신기술 1팀] 기술지원 / 수석,서울 중구,"서울시 중구 을지로 100, B동 10층 (파인에비뉴)","유망산업,설립10년이상",2024.05.31,경력 10-15년
188,이노그리드,[혁신기술 1팀] 기술지원 / 선임,서울 중구,"서울시 중구 을지로 100, B동 10층 (파인에비뉴)","유망산업,설립10년이상",2024.05.31,경력 3-6년
189,이노그리드,[혁신기술 1팀] 기술지원,서울 중구,"서울시 중구 을지로 100, B동 10층 (파인에비뉴)","유망산업,설립10년이상",2024.05.31,신입
190,이노그리드,[하이브리드 플랫폼팀] SW개발 (지능형 개발파트) / 선임,서울 중구,"서울시 중구 을지로 100, B동 10층 (파인에비뉴)","유망산업,설립10년이상",2024.05.31,경력 2-6년
191,이노그리드,[하이브리드 플랫폼팀] SW개발 (지능형 개발파트) / 책임,서울 중구,"서울시 중구 을지로 100, B동 10층 (파인에비뉴)","유망산업,설립10년이상",2024.05.31,경력 5-10년
193,두나무(업비트/증권플러스),Data Platform Engineer,서울 강남구,서울시 강남구 테헤란로4길 14 미림타워,"유망산업,건강검진지원,어린이돌봄,대출지원,통신비,식대지원,301~1,000명,설립10년이상",상시채용,경력 3-20년
194,이노그리드,[하이브리드 플랫폼팀] SW개발 (지능형 개발파트) / 수석,서울 중구,"서울시 중구 을지로 100, B동 10층 (파인에비뉴)","유망산업,설립10년이상",2024.05.31,경력 10-15년
195,인터엑스,[울산] 데이터 분석가 (이미지 및 영상),울산 남구,"울산광역시 중구 종가6길 7, 더테라스 1001~1003호","유망산업,사내동호회,자율복장,보너스,유연근무,전문연구요원,설립4~9년",상시채용,경력 2-5년
196,스케일업스쿼드,그로스 엔지니어,서울 중구,"서울특별시 중구 장충단로13길 20, 현대시티타워 13층 무신사 스튜디오","유연근무,보너스,장비지원,커피·스낵바",상시채용,경력 1-3년
197,와이즈스톤,ICT시험인증연구소 / ICT시험인증 전문시험원,서울 서초구,서울특별시 서초구 강남대로,"자유로운휴가,유망산업,건강검진지원,설립10년이상",상시채용,경력 3-7년
198,코웨이,내부회계관리 운영실태평가(IT통제부문),서울 구로구,서울특별시 구로구 디지털로 26길 38,"편의시설,설립10년이상",상시채용,경력 3-10년
199,머신앤비전,검사장비 제어 SW 엔지니어,충남 천안시,충남 천안시 서북구 성환읍 왕지1길 151-1,"식대지원,보너스,설립10년이상",상시채용,경력 2-15년
200,미리디,데이터 챕터 리드,서울 구로구,"디지털로31길 12, 8층 (구로동, 태평양물산)","유연근무,재택근무,사내동호회,설립10년이상",2024.05.31,경력 6-15년
201,넥슨코리아(NEXON),[국내메이플] DBA,경기 성남시,"경기도 성남시 분당구 판교로 256번길 7, 넥슨","자기계발지원,편의시설,사내동호회,유망산업,유연근무,1,001~10,000명,설립10년이상",상시채용,경력 3-15년
202,동원산업,SAP (CO) 담당,서울 서초구,서울 서초구 마방로 68,"유연근무,대출지원,건강검진지원,어린이돌봄,자유로운휴가,임직원할인,복지포인트,리프레시휴가,설립10년이상",상시채용,경력 5-10년
203,무신사,Data Analyst (운영플랫폼Data팀),서울 강남구,"강남구 언주로174길 30, 3층","대출지원,건강검진지원,자기계발지원,복지포인트,1,001~10,000명,설립10년이상",상시채용,경력 5-8년
204,인핸스(Enhans),[100억↑투자] Data Engineer,서울 서초구,서울특별시 서초구 서초대로48길 61 (1~4층),"워크샵,자기계발지원,커피·스낵바,설립3년이하",상시채용,경력 3-8년
205,무신사,Data Analyst (데이터프로덕트팀),서울 성동구,서울특별시 성동구 성수동2가 277-47 무신사캠퍼스N1,"대출지원,건강검진지원,자기계발지원,복지포인트,1,001~10,000명,설립10년이상",상시채용,경력 5-12년
206,원티드랩,Data Quality Specialist [데이터팀],서울 송파구,송파구 올림픽로 300 롯데월드타워 35층,"장비지원,건강검진지원,자유로운휴가,식대지원,재택근무,스톡옵션,커피·스낵바,설립4~9년",상시채용,경력 3-7년
207,시너지에이아이,[신입] AI Research Engineer(전문연구요원 가능),서울 강서구,"강서구 양천로 424 데시앙플렉스 지식산업센터 501,502호","유망산업,유연근무,자유로운휴가,커피·스낵바,전문연구요원,식대지원,설립4~9년",상시채용,신입
208,나우콤 글로벌 서비스(Nowcom Global Service – Korea LLC),Jr. Database Engineer,서울 ,재택근무,"재택근무,보너스",상시채용,경력 3-5년
209,하나금융티아이,[하나금융융합기술원] 자연어처리(NLP) 석/박사 연구원,서울 강남구,서울특별시 강남구 테헤란로 127,"유망산업,의료비지원,1,001~10,000명,퇴사율 6~10%,설립10년이상",상시채용,경력 5-15년
210,시너지에이아이,AI Research Engineer(전문연구요원 가능),서울 강서구,"강서구 양천로 424 데시앙플렉스 지식산업센터 501,502호","유망산업,유연근무,자유로운휴가,커피·스낵바,전문연구요원,식대지원,설립4~9년",상시채용,경력 1-10년
211,디어유,DBA/DA,서울 강남구,서울시 강남구 학동로 25길 37,"편의시설,자율복장,커피·스낵바,통신비,자기계발지원,건강검진지원,식대지원,보너스,설립4~9년",상시채용,경력 3-7년
212,나우콤 글로벌 서비스(Nowcom Global Service – Korea LLC),Sr. Database Engineer,서울 ,재택근무,"재택근무,보너스",상시채용,경력 7-15년
213,교보문고,데이터 엔지니어,서울 마포구,"서울특별시 마포구 월드컵북로54길 25 (상암동), DMC푸르지오시티 7층 교보문고 디지털혁신지원실","편의시설,건강검진지원,유연근무,자기계발지원,1,001~10,000명,설립10년이상",상시채용,경력 5-15년
214,드래프티파이,AI 엔지니어 (자연어처리/컴퓨터비전),서울 강남구,서울 역삼로 160 강남취창업허브센터 3층,"스톡옵션,식대지원,유연근무,커피·스낵바,설립3년이하",상시채용,경력 3-10년
215,교보문고,시니어 데이터 엔지니어,서울 마포구,"서울특별시 마포구 월드컵북로54길 25 (상암동), DMC푸르지오시티 7층 교보문고 디지털혁신지원실","편의시설,건강검진지원,유연근무,자기계발지원,1,001~10,000명,설립10년이상",상시채용,경력 8-15년
216,아인잡(AINJOB),"[기업부설연구소] 자사 웹/앱 플랫폼 개발팀장 [JAVA, SPRINGBOOT5+]",서울 강남구,강남구 강남대로 310 유니온센터,"유망산업,스톡옵션,보너스,커피·스낵바,자기계발지원,편의시설,사내동호회,워크샵,설립4~9년",상시채용,경력 7-17년
217,코너스톤파트너스디지털,Operation / Digital Consultant,서울 강남구,"서울시 강남구 테헤란로87길 22, 507호","자기계발지원,통신비,설립10년이상",상시채용,신입-경력 5년
218,모플,Data Engineer,대전 유성구,대전팁스타운(충남대학교),"유망산업,재택근무,복지포인트,설립4~9년",상시채용,경력 1-3년
219,안티그래비티,[부피 알고리즘] 데이터 사이언티스트,서울 성동구,서울 성동구 성수이로22길 37 (성수동2가) 아크밸리 지식산업 센터 303c호 안티그래비티,"스톡옵션,유연근무,유급휴가,자기계발지원,식대지원,워크샵,자유로운휴가,보너스,설립4~9년",상시채용,경력 2-15년
220,펑타이그레이터차이나(피티코리아),온라인 광고 솔루션/서비스 개발,서울 서초구,(06241) 서울 강남구 강남대로 372 FINE TOWER - 신분당선 강남 에서 200m 이내,"건강검진지원,식대지원,통신비,유연근무,자기계발지원,보너스,301~1,000명,설립10년이상",2024.05.19,경력 3-10년
221,다우기술,AI 서비스 개발,경기 성남시,경기도 성남시 수정구 금토로 69 다우디지털스퀘어,"유연근무,자기계발지원,복지포인트,대출지원,301~1,000명,설립10년이상",2024.05.12,경력 2-15년
222,섹타나인,[PG 시스템 Backend] 정산 및 백오피스,서울 강남구,"서울시 강남구 논현로 201, SPC2023",,2024.05.15,경력 3-7년
223,고요에이아이,자연어 & 영상 처리 - AI Engineer (LLM & Video) (1년이상),서울 강남구,"서울 강남구 도산대로 317 ,11층(호림아트센터1빌딩) 11층",,상시채용,경력 1-15년
224,솔루션퀀트,"백엔드 개발자 (Python, Django)",서울 강남구,"서울시 강남구 봉은사로 68길 33, 4층",설립3년이하,상시채용,경력 1-10년
225,휴이노에임,백엔드/DevOps 개발자(3년이상),서울 성동구,성수동1가 685-700(아크로포레스트 디타워) 8층,"유망산업,사내동호회,건강검진지원,자유로운휴가,커피·스낵바,복지포인트,유연근무,설립3년이하",상시채용,경력 3-5년
226,에스피에이치,"데이터 분석가 및 AI 머신러닝, 통계분석",서울 마포구,"서울특별시 마포구 마포대로 92, 효성해링턴스퀘어 A동 3층","장비지원,자기계발지원,주35시간,보너스,건강검진지원,휴가비,재택근무,유망산업,설립10년이상",2024.06.30,경력 1-7년
227,페니로이스,Data Scientist in Financial,서울 종로구,서울특별시 종로구 율곡로2길 7 서머셋팰리스서울 4층,"건강검진지원,자기계발지원,설립10년이상",상시채용,경력 2-10년
228,밀리의서재,Data Analyst,서울 마포구,합정 메세나폴리스 세아타워 16층 <밀리의서재>,"유급휴가,자기계발지원,설립4~9년",상시채용,경력 2-5년
229,디피니트,AI Engineer(LLM),서울 마포구,"서교동 475-1, 2층 (고래빌딩)","커피·스낵바,유연근무,재택근무,유망산업,설립3년이하",상시채용,신입-경력 5년
230,오픈놀,데이터 사이언티스트,서울 마포구,마포구 합정동 메세나폴리스 204호,"커피·스낵바,워크샵,편의시설,자율복장,휴가비,설립10년이상",2024.05.31,경력 2-3년
231,여니으니,AI Engineer (LLM/NLP),서울 ,재택,"재택근무,보너스,유망산업",2024.05.31,경력 1-2년
232,웨이커,AI NLP 엔지니어(LLM 최적화),서울 강남구,"서울특별시 강남구 선릉로 667 11층 waiker, Inc","유망산업,자기계발지원,건강검진지원,유연근무,커피·스낵바,설립4~9년",2024.07.31,경력 3-9년
233,셀렉트스타,AI Vision Engineer,서울 강남구,"서울특별시 강남구 테헤란로20길 20, 삼정빌딩 10F/11F","유망산업,장비지원,유급휴가,식대지원,재택근무,무제한연차,설립4~9년",상시채용,경력 3-5년
234,포지큐브(POSICUBE),데이터 처리 및 포맷팅. 주니어 개발자,서울 강남구,"서울특별시 강남구 역삼1동 823-30 라인빌딩 10층, 11층, 12층","재택근무,스톡옵션,편의시설,자기계발지원,유연근무,건강검진지원,커피·스낵바,장비지원,보너스,식대지원,설립4~9년",상시채용,경력 1-3년
235,메이아이,머신러닝 연구원 (ML Researcher),서울 강남구,"삼성로85길 26, V&S빌딩 5층","산업기능요원,커피·스낵바,식대지원,유망산업,설립4~9년",상시채용,신입-경력 10년
236,스파크플러스 (SPARKPLUS),데이터 조사 관리,서울 강남구,"서울시 강남구 테헤란로 201, 아주빌딩 2층(역삼동)","건강검진지원,커피·스낵바,설립4~9년",2024.05.31,경력 1-10년
237,씨메스(CMES),인공지능 인지(PERCEPTION)모델 및 학습기법 연구개발 및 운영,서울 강남구,강남구 도산대로 318 SB타워 8층,"건강검진지원,식대지원,커피·스낵바,편의시설,유망산업,설립10년이상",2024.05.31,신입-경력 10년
238,씨메스(CMES),AI 모델 유지관리를 위한 데이터 매니저,서울 강남구,강남구 도산대로 318 SB타워 8층,"건강검진지원,식대지원,커피·스낵바,편의시설,유망산업,설립10년이상",2024.05.31,신입-경력 10년
239,스펙터,데이터 분석가(사이언티스트),서울 강남구,테헤란로7길 22,"장비지원,보너스,자기계발지원,식대지원,커피·스낵바,유연근무,설립4~9년",2024.05.31,경력 2-15년
240,원프레딕트(onepredict),Data Analyst,서울 강남구,서울특별시 강남구 테헤란로 419 강남파이낸스플라자 8층,"커피·스낵바,식대지원,사내동호회,보너스,유급휴가,건강검진지원,유망산업,설립4~9년",상시채용,경력 1-5년
