,기업명,채용공고,위치,위치상세,태그,마감일,경력
164,아파트멘터리,[500억↑투자] Machine Learning Engineer,서울 송파구,서울특별시 송파구 올림픽로 240 롯데웰빙센터 2F (스파크플러스 잠실점),"커피·스낵바,건강검진지원,자기계발지원,유연근무,연봉상위6~10%,인원급성장,51~300명,설립4~9년",상시채용,경력 3-5년
165,뱅크샐러드,데이터 프로덕트 매니저 (DPM),서울 마포구,마포구 마포대로 45 일진빌딩 10층,"커피·스낵바,유연근무,편의시설,장비지원,재택근무,연봉상위1%,51~300명,설립10년이상",상시채용,경력 1-7년
166,키즈노트,데이터 분석가,경기 성남시,"경기도 성남시 분당구 판교역로 235 (H스퀘어, N동) 4층","커피·스낵바,식대지원,자기계발지원,자율복장,휴가비,유연근무,건강검진지원,어린이돌봄,연봉상위6~10%,51~300명,설립10년이상",상시채용,경력 3-10년
167,씨제이대한통운(CJ대한통운),디지털물류플랫폼 데이터 사이언티스트,서울 강남구,"서울 강남구 강남대로 464 비제바노빌딩 6층, 더 운반","자기계발지원,편의시설,식대지원,사내동호회,의료비지원,연봉상위1%,인원성장,1,001~10,000명,퇴사율 6~10%,설립10년이상",상시채용,경력 3-8년
168,야놀자Tech(R&D),Data Analyst,서울 강남구,서울특별시 강남구 테헤란로108길 42,"커피·스낵바,보너스,유망산업,자기계발지원,자유로운휴가,식대지원",상시채용,경력 2-7년
169,렉스소프트,"디지털 헬스케어 및 통계, 데이터 분석 전문가",서울 관악구,"서울특별시 관악구 관악로 1, 연구공원본관 2층 222, 223호","커피·스낵바,식대지원,자율복장,유망산업,건강검진지원,50명이하,설립4~9년",2024.06.15,신입-경력 3년
170,스카이랩스(SkyLabs),[400억↑투자] 딥러닝/머신러닝(AI) 개발자 (신입/병역특례 전문연구요원 가능),경기 성남시,"성남시 분당구 판교로 255번길 58, 씨즈타워 703호","자율복장,편의시설,식대지원,수평적조직,커피·스낵바,유망산업,유연근무,전문연구요원,50명이하,설립4~9년",상시채용,신입
171,현대캐피탈,Data Scientist,서울 중구,현대캐피탈 본사(서울 중구 세종대로 14 그랜드센트럴 A동),"대출지원,유급휴가,자기계발지원,어린이돌봄,의료비지원,연봉상위1%,인원급성장,설립10년이상,1,001~10,000명",상시채용,경력 4-15년
172,아이트럭,ML 머신러닝 신입~초급,서울 서초구,"서울특별시 서초구 동작대로 230, 10층(방배동,화련회관)","자유로운휴가,커피·스낵바,식대지원,연봉업계평균이상,인원급성장,50명이하,설립4~9년",상시채용,경력 1-3년
173,교보문고,데이터 사이언티스트,서울 마포구,"서울특별시 마포구 월드컵북로54길 25 (상암동), DMC푸르지오시티 7층 교보문고 디지털혁신지원실","편의시설,건강검진지원,유연근무,자기계발지원,연봉상위6~10%,인원급성장,1,001~10,000명,설립10년이상",상시채용,신입-경력 15년
174,넥슨코리아(NEXON),[인텔리전스랩스] 리서치 사이언티스트 (Computer Vision),경기 성남시,"경기도 성남시 분당구 판교로 256번길 7, 넥슨","자기계발지원,편의시설,사내동호회,유망산업,유연근무,연봉상위1%,인원급성장,1,001~10,000명,설립10년이상",상시채용,경력 1-99년
