,기업명,채용공고,위치,위치상세,태그,마감일,경력,채용상세
0,매스어답션,프론트엔드 엔지니어 (React.js / 5년 이상),서울 성동구,서울시 성동구 아차산로9길 21 이레타워 2층,"자기계발지원,커피·스낵바,자유로운휴가,식대지원,유망산업,장비지원,설립3년이하",2024.05.31,경력 5-7년,"포지션 상세
매스어답션의 리테일 테크 솔루션 '버클'은 'Simplify Connection, Amplify Experience'라는 슬로건 아래 브랜드와 고객 간의 연결을 단순화하고 경험을 강화하는 혁신적인 서비스를 제공중입니다.

버클은 디지털 보증서, 멤버십 프로그램, 팝업 스토어 관리 등 다양한 디지털 도구를 통해 브랜드 운영의 복잡성을 줄이고, 효율성을 극대화합니다. 온라인과 오프라인에서 일관된 고객 경험을 제공함으로써 브랜드의 디지털 전환을 촉진하며, 패션부터 전자기기에 이르기까지 다양한 산업군에 서비스를 확장하고 있습니다.

출시 이후 2년만에 브랜드와 고객연결 60만 건을 만었고, LF, SK Stoa, 한섬, 코오롱 등 대기업과 헌터, 세터, 분크, 조이그라이슨, DOD 등 브랜드가 버클을 사용중입니다. 패션, 병행수입, 캠핑, 가구, 전자기기 등 다양한 산업군과 콘텐츠라는 무형의 분야까지 서비스를 확장하고 있습니다.

'버클'은 쉽고 간편하게 브랜드와 고객의 소통돕고, 더 풍부한 경험을 제공하여 브랜드 가치를 증진시키는 리테일 테크 솔루션입니다.

지금 매스어답션에서는 시장에 혁신을 함께하실 팀원을 찾고 있습니다. 각 분야 최고 수준의 전문가, 젊고 열정적인 팀원들과 함께 빠른 성장을 원하시는 분, 매스어답션과 함께 커머스 시장에 제공할 가치를 함께 만들고 싶으신 분은 언제나 환영합니다.
주요업무
프론트엔드 엔지니어는 이런 업무를 하시게 됩니다!
• 자사의 Web/Mobile Application 및 기업용 SaaS 플랫폼 설계 및 개발
• 최고의 고객경험과 안정적인 서비스 제공을 위한 개선

""우리는 이런 분들과 함께하고 싶어요!""

• 사용자가 겪는 문제를 IT 기술을 통해 주도적으로 해결하려고 노력하는 사람
• 새로운 기술에 대해 거부감이 없고, 끊임없이 도전하길 좋아하는 사람
• 팀원들과 기술을 공유하고 함께 성장하는걸 중요하게 생각하는 사람
• 되는걸 만드는 것 보다 잘 되는 걸 만들기 위해 노력하는 사람
• 자신의 의견을 적극적으로 말할 수 있는사람


""우리팀은 이런 기술들을 활용합니다!""
• Front-end: React.js, Next.js, TypeScript, JavaScript, Zustand, Recoil, Redux, emotion.js, SCSS, Webpack
• Back-end: TypeScript (Nest.js, Express.js in Node.js)
• Native App: Flutter, React-Native
• Block Chain: Klyatn, Polygon, Luniverse, LINE Blockchain, Solidity
• Database: MySQL, MongoDB, DynamoDB
• Infra: AWS (EC2, RDS, Lambda, SQS, S3, Amplify, Code Depoly, etc.), Terraform, k8s
• Co-work: Github(Mono-Repo, Git-Flow), Slack, Notion, Figma
자격요건
• 개발 경력 5년 이상 혹은 그에 준하는 역량을 갖추신 분
• HTML, CSS 및 javascript (ES5 및 ES6+)에 대한 충분한 이해와 개발 경험이 있으신 분
• React.js 기반 모던 프론트엔드 생태계에 대한 충분한 이해와 개발 경험이 있으신 분
• React-Query, Redux, Zustand, Recoil 등 상태관리 라이브러리에 대한 충분한 이해와 개발 경험이 있으신 분
• RESTful API 서버와의 비동기 통신을 이해하고 있으신 분
• SPA 및 반응형, 모바일 웹에 대한 이해와 경험이 있으신 분
• Styled Component, SCSS, LESS 등 CSS 전처리기 개발 경험이 있으신 분
• Webpack, Babel 등을 활용한 프론트엔드 환경 셋팅 경험이 있으신 분
• Git을 이용한 버전관리에 대한 이해가 있으신 분
우대사항
• 컴퓨터공학 전공 및 관련학과 우대
• 디자인 컴포넌트 시스템 환경에서 개발 경험이 있으신 분
• 웹/모바일 서비스 성능 최적화 경험이 있으신 분
• HTTP 통신 및 웹 보안에 대한 이해가 있으신 분
• 프론트엔드 테스트 및 배포 자동화 경험이 있으신 분
• SSR(Server Side Rendering) 개발 경험이 있으신 분
• Flutter 등의 Cross Platform 개발 및 Hybrid App 개발 경험이 있으신 분
혜택 및 복지
""집중하고 성장할 수 있는 업무환경을 제공해요""

• 업무장비 지원 : 입사자분들에게 최고 수준의 업무용 IT장비를 지원해 드려요.(Macbook + 모니터)
• 리모트 근무 : 신뢰를 기반으로 필요 시 유연하게 원격/리모트 근무를 지원해요.
• 도서구매 지원 : 자기계발을 위해 읽고 싶은 업무 관련 도서를 지원해드려요.
• 교육비,컨퍼런스비 지원 : 구성원의 성장을 위해 교육비 및 컨퍼런스 참여비를 지원해드려요.


""점심식사는 기본! 무제한 간식도 제공해드려요""

• 식사비 지원 : 구성원들이 매일 든든한 식사를 하실 수 있게 점심 식대를 제공해드려요. (필요시 야근식대 지원)
• 무제한 간식 지원 : 구성원들이 매일매일 에너지를 챙길 수 있도록 간식을 무제한으로 제공해드려요.


""구성원들의 휴식과 자유로운 문화를 제공해요""

• 자유로운 연차 사용 : 눈치보지 않고 자유롭게 연차/반차/반반차 사용이 가능해요
• 생일자 오후 반차 제공 : 생일은 가족과 함께! 구성원의 생일에는 오후 반차를 제공해드려요.


""이 밖에도 매스어답션은 다양한 복지를 제공해드려요""

• 웰컴 킷트 제공 : 매스어답션만의 웰컴 킷트를 제공해드려요.
• NFT 사원증 : 세상에 단 하나뿐인 매스어답션의 NFT 사원증을 발급해드려요.
• 야근/회식 없는 문화 : 매스어답션은 불필요한 야근과 회식을 지양해요.
• 직급없는 수평적 문화 : 매스어답션은 직급 없이 누구나 의견을 낼 수 있는 수평적인 문화를 지향해요."
1,섹타나인,"[프론트엔드] 해피포인트 선물하기, 해피마켓 및 해피콘",서울 강남구,"서울시 강남구 논현로 201, SPC2023",,상시채용,경력 4-10년,"포지션 상세
'Make your life smart'
섹타나인은 더 나은 일상을 디자인하는 SPC그룹 IT 서비스 및 디지털 마케팅을 총괄하는 '스마트 라이프 테크놀로지' 전문 기업입니다.

해피포인트 앱을 기반으로 SPC그룹의 모바일 마케팅과 플랫폼 서비스를 개발 및 운영하고 있으며, 7천여 개 가맹점에게 안정적인 결제 시스템과 스마트스토어 솔루션을 공급하고 있습니다.
이외에도 딜리버리, 광고사업, 스마트팩토리, 스마트ERP, 메타버스 등 다양한 사업영역에 진출하여 혁신적이고 트렌디한 변화를 선도하고 있습니다.
주요업무
• 해피포인트 선물하기, 해피마켓, 해피콘 홈페이지 Front-end 개발
• 지속적인 UI/UX 성능 및 품질 향상
자격요건
• Front-end 개발/운영 경험 4년 이상
• HTML, CSS, javascript 등 script 개발 기술 보유
• React, Vue.js 등 SPA 개발 경험 또는 이에 준하는 실력 보유
• Git사용 경험
우대사항
• e-커머스 시스템 개발/운영 경험
• Restful API처럼 Back-end 연동 개발 경험
• Browser 동작 원리에 대한 이해 보유
• AWS 등 클라우드 인프라 사용 경험

[근무조건]
• 근무요일: 주 5일 (월 - 금)
• 근무시간: 오전 9시 ~ 오후 6시 (단, 시차출퇴근제 운영 중으로 필요에 따라 조정 가능)
• 근무장소: 서울시 강남구 논현로 201, SPC2023 섹타나인  
  (양재역 4번 출구에서 약 500m, 매봉역 1번 출구에서 약 400m)

[전형절차]
• 서류 전형 ＞ 1차 면접(화상) ＞ 온라인 인성검사 ＞ 2차 면접(대면) ＞ 채용검진 ＞ 최종합격
• 각 전형별 합격자에 한하여 수시로 개별 통보 예정입니다.
• 코딩테스트 전형을 대체하여 1차 면접 시 개별 심층 면접 예정이며, 절차 간소화를 위해 1차 면접은 화상으로 진행됩니다.   
• 전형 절차는 회사 사정으로 변경될 수 있습니다.

[기타]
• 제출된 이력서 및 경력기술서에 기재된 내용 및 제출서류에 허위사실이 있는 경우 합격 또는 입사가 취소될 수 있습니다
• 최종 합격 시, 직급 및 처우는 개인의 경력사항을 고려하여 별도 협의 후 결정됩니다.
• 장애인 및 보훈 대상자는 관련 법률 및 내부 규정에 의거하여 우대합니다.
• 본 공고는 모집 완료 시 조기 마감될 수 있습니다.

[기타 유의사항]
•  추가 검토 대상자에 한하여, 이후 절차 진행을 위해 채용홈페이지를 통해 다시 한번 지원서를 접수하셔야 합니다.
혜택 및 복지
[Highlight]
• 45만원에서 100만원까지 하계 휴가비를 지급하고
• SPC 브랜드 할인 및 제휴 지원을 풍성하게 받아요!
• 그 외에도 자격증 수당, 학자금 지원 등 교육 지원도 아낌없어요!
• 반반차(하루 2시간 휴가)로 하루를 알차고 즐겁게 보내요!

[출퇴근/근무제]
• S9 문화의 날 : 매 월 마지막 주 수요일 또는 금요일 2시간 단축 근무
• PC Off : 야근 NO! 근무 시간이 끝나면 귀가하세요! PC-Off 제도 운영
• 재택근무 또는 시차출퇴근제 (7~10시 사이 근무시간을 자율적으로 설정하여 근무) 시행

[인센티브/포상]
• 내부 제도에 따라 성과급 (PI/PS, 2종류) 제도 운영
• 우수사원 포상
• 장기근속자 (근속년수 5년 단위) 포상

[연차/휴가제도]
• 매년 하계 휴가비 지급 (레벨/근속연수별 상이, 45~100만원)
• 연차휴가 외 정기휴가 별도 부여
• 근로자 휴가지원사업 참여를 통해 휴가비 추가 지원

[식대/조식 지원]
• 월 20만원 식대 포인트 지급! 미사용 포인트 금액은 현금으로 지급!
  (구내식당, 파스쿠찌, 라그릴리아, OCS, 잠바주스, 배스킨라빈스, 던킨도너츠, 시티델리, 더월드바인 등 사옥 내 매장에서 자유롭게 사용 가능!)
• 조식 지원 : 매일 토스트, 햄버거, 웰빙죽, 스프 등 간단한 조식 무료 제공

[자사/계열제품 할인]
• SPC 브랜드 할인 지원 : 임직원 할인을 통하여 SPC브랜드 20% 할인 지원
• SPC 임직원 제휴 혜택 : 전국 병원, 미용, 엔터테인먼트 등 다양한 임직원 제휴 혜택 지원

[자기계발/복지포인트]
• 온/오프라인에서 자유롭게 사용가능한 복지포인트 연 200만원 제공
• 온/오프라인 교육을 통하여 공통역량, 직무역량 등 자기계발 지원
• 자격증 수당 : 입사 후 취득한 자격증 등급에 따른 자격수당 지급(월 10~20만원)
• 업무지식 습득을 위한 직무 관련 서적 월 2권 구매비용 지원 (팀별)

[업무효율지원]
• 신규입사자의 빠른 안착과 제도 지원을 위하여 인사제도 안내 페이지 운영 (Notion)
• 월 6~15만원 영업 직군 및 직책자 통신비 지원

[단체상해보험]
• 단체상해보험 가입으로 보장성/실손 의료비 지원

[경조사 지원]
• 각종 경조사 발생 시 경조금, 경조화환, 경조물품, 경조휴가 지원
• 생일 당일 오후 반차 제공 (개인 연차 차감 없음)
• 행복한 생일을 위해 생일 해피콘 3만원권 지급

[임신/출산/육아]
• 눈치 보지 않는 육아휴직과 육아기단축근로 문화
• 유치원생, 고등학생, 대학생 자녀의 학자금 지원

[기타]
• 직원 추천제도 운영 : 우수인재 추천 시 최소 200~최대 500만원 상당의 채용 보상금 지원
• 멘토링 제도 운영 : 멘토&멘티 그룹 형성으로 사내 인적 네트워크 구축
• 동호회 지원 : 와인, 유튜브, 탁구 등 다양한 사내 동호회 운영 및 동호회비 지원"
2,넥스원소프트,프론트엔드 개발 (4년 이상),서울 강남구,"서울특별시 강남구 학동로 158, 3층 303호","유연근무,복지포인트,건강검진지원,휴가비,식대지원,설립3년이하",상시채용,경력 4-10년,"포지션 상세
프론트엔드 개발 (4년 이상)
희망연봉 기재
주요업무
• 프론트엔드 기획/설계 및 개발
• 백엔드 연계 업무 조율 및 협업
• 넥스원소프트 Admin 서비스의 UI/UX 개선
자격요건
• 경력 4년이상 혹은 이에 준하는 경험을 가지신 분
• Vue.js, React를 활용한 실무 역량을 가지신 분
• HTML(5), CSS, x-javascript 지식을 가지신 분
• 프론트엔드 개발 환경 구축 경험을 가지신 분
• 팀 단위 협업과 다른 직군과의 협업 경험 및 원활한 소통 능력이 있으신 분
우대사항
• Spring(Boot) Framework 사용해 보신 분
• DB 설계 및 사용해 보신 분
• 웹표준, 웹 접근성, 반응형, 크로스 브라우징 관련 경험이 있으신 분
• CI/CD 환경 사용 경험이 있으신 분
• 웹 서비스 기획 경험이 있으신 분
• 프론트엔드 개발 리딩 경험을 가지신 분
혜택 및 복지
• 출퇴근 유연근무제 (출퇴근 시간을 유연하게 정할 수 있습니다.)
• NEXONEDAY (매월 마지막 주 금요일은 4시 퇴근!)
• 생일은 가족,친구와 함께(생일 당일 2시간 조기 퇴근!)
• 리프레시 휴가 (장기근속자에게 리프레시 휴가 및 휴가비를 제공합니다.)
• 복지포인트 제공 (원하는 용도로 사용가능한 복지 포인트(카드)를 드립니다.)
• 회사콘도 지원 (가족, 친구들과 즐거운 여가를 보내세요)
• 야근시 저녁 식비, 교통비 지원 (야근해도 걱정하지 마세요 식비와 교통비를 지원해 드립니다.)
• 경조사비 지급 (경조사비, 화환 및 명절 선물을 드립니다.)
• 정기 건강검진 시행 (정기적으로 건강검진을 시행합니다.)
• 보상 제도 (직무 발명 보상, 채용 추천자 포상 제도를 운영합니다.)"
3,엠에스인포테크,웹 퍼블리셔,서울 강남구,"서울특별시 강남구 선릉로 427, 효제빌딩 12층",설립4~9년,2024.05.17,경력 3-9년,"포지션 상세
슈퍼 플랫폼 “우동착” 전격 출시 !!!,

1월 16일, 강원도내 기관장, 정/재계 인사 등 400여명의 내외빈을 모시고 “상생의 약속, 새로운 출발~ 우동착”이라는 모토 아래, 14만명의 춘천시민 회원과 800여 소상공인이 모여 다양한 기회와 더 큰 혜택을 만들고 지역 경제 생태계를 강화해나갈 우동착 플랫폼 론칭 쇼케이스를 성황리에 개최하였습니다. 이에 타지역 신규 출점에 본격적으로 동참할 야심찬 인재들을 모십니다 !!!!!

[회사 소개]

사업 확장에 동참할 우수 인재를 찾습니다.

On/ Off-Line을 접목시켜 혁신적이고 차별화된 플랫폼 비즈니스 모델을 실현시키고 있는 유통의 선구자, MS홀딩스가 사세확장 및 지난 3년간 150억 이상 투자한 슈퍼플랫폼의 전격 출시에 즈음하여 타지역 신규 출점 등 전국 진출에 동참할 진취적인 인재들을 모십니다.

상생과 지혜로운 쇼핑의 아이콘, MS홀딩스는 생활밀착형 종합 플랫폼 “MS마트”앱을 통해 항상 좋은 상품을 저렴한 가격에 판매함으로써 고객만족 경영을 실천하고 있습니다. 또한, 고객, 소상공인 및 “MS마트”가 모두 상생할 수 있는 “우리동네 착한가게” 제휴할인 서비스를 제공하고 있으며, 뉴미디어를 선도하는 생활경제 뉴스 전문 “MS투데이”, 그리고 혁신기술의 중심 “MS인포테크”와 함께 합리적인 소비생활의 방향을 제시하고 새로운 라이프 트렌드를 선도하고 있습니다.

MS홀딩스는 나날이 열악해지고 있는 Off-Line 유통 영업환경 속에서도 지난 5년간 76%라는 놀라운 매출 신장을 이룩하였고, 앱 출시 후 2년만에 춘천지역에서만 14만명 이상의 회원을 두고 있으며, 서울본부를 오픈한 지 6개월여만에 2배 규모의 새 사무실로 확장 이전하는 등 회사 규모도 빠르게 성장하고 있습니다.

온라인과 오프라인 유통을 통합할 수 있는 혁신적인 플랫폼을 통해 새로운 비즈니스 모델을 선보임으로써 고객만족과 시너지효과를 극대화할 수 있는 초석을 마련했으며, 이를 기반으로 춘천이외 타지역 신규 출점과 온라인 사업확장을 적극적으로 추진하고 있습니다.

MS홀딩스의 문은 “꿈”과 “열정”이 있는 미래의 동반자들에게 항상 열려 있습니다. MS홀딩스는 창의적인 사고와 혁신적인 비즈니스 모델을 기반으로 고객감동과 미래성장을 함께 실현함으로써 존경받는 글로컬 기업으로 성장해 나갈 것이며, 이러한 성장 Vision을 바탕으로 힘찬 도전을 함께하고 그 과실을 함께 향유할 미래형 최고급 인재들의 많은 지원을 바랍니다.

(제휴업체와 소비자의 상거래를 연계시켜 제휴업체, 소비자 및 MS홀딩스 모두를 상생하게 하는 플랫폼 비즈니스모델은 그 유용성을 인정받아 2022.5.30부로 특허청의 특허결정을 받았습니다. 한편, MS홀딩스의 IT전문 자회사인 MS인포테크는 위와 같은 전방위적인 사세확장 및 성장 Vision에 따라 우수인재들을 영입하기 위해 본점을 서울 선릉역 인근에 두고 있으며, 그와 동시에 춘천캠퍼스를 운영하고 있습니다)

[우동착관련 최근 기사]

https://www.mstoday.co.kr/news/articleView.html?idxno=87994
https://www.mstoday.co.kr/news/articleView.html?idxno=87965
주요업무
• 자사 e-커머스 플랫폼 구축 및 운영간 UI 개발
• 자사 온라인 오더 플랫폼 구축 및 운영간 UI 개발
• 자사 온라인 입찰 플랫폼 구축 및 운영간 UI 개발
• 자사 뉴스 플랫폼 구축 및 운영간 UI 개발
• HTML, CSS, javascript 활용 퍼블리싱
• Web, Mobile, 반응형 사이트 퍼블리싱
• UI 개선 및 표준화 작업
자격요건
• HTML/CSS, javascript/jQuery에 대한 기본적인 이해가 있는 분
• XD, 피그마 등의 그래픽 도구의 활용 경험과 이해도를 보유한 분
• 모바일 프로젝트 및 반응형 웹 경험자
• Git(형상관리툴) 사용 경험
• 관련 경력 5년이상
우대사항
• 웹표준/크로스브라우징 경험자
• UI/UX에 관심이 많고 협업 부서와 원활한 소통이 가능한 분
• Front-end 개발 경험이 있으신 분
• Javascript 사용 가능하신 분
혜택 및 복지
• 연봉: 업계 최고 대우(경력에 따라 협의. 지원서에 현재연봉, 희망연봉 필히 기재 요망)
• 서울본사에서 근무(테헤란로 선릉역 도보 5분거리), 본인 희망시 춘천 근무도 가능
• 수습기간 3개월 평가후 정규직원 채용여부 결정
• 채용시 소속회사: 엠에스인포테크 (MS홀딩스의 100% 자회사)
• 춘천 근무시 회사 숙소 이용 가능
• 4대보험 및 퇴직금
• 주5일 근무, 자유복
• 자유로운 연차, 반차 사용
• 점심식사 무료 제공
• 조기채용시 마감
• 경력기술서 및 (또는) 포트폴리오 첨부 요망

• 면접(임원면접 1회로 종결) 및 인적성검사를 통해 합격자 결정 (총 2시간 소요)
• 면접장소: 서울특별시 강남구 역삼동 703-8 현석타워 8층
• 서류/면접 내용에서 허위사실 발견 시 채용이 취소될 수 있음"
4,한국딥러닝주식회사,웹 프론트엔드 엔지니어 (5년 이상),서울 서초구,서초구 강남대로89길 30,"편의시설,보너스,연봉상위2~5%,50명이하,설립4~9년,유망산업",상시채용,경력 5-20년,"포지션 상세
KDL에는 3D Generative AI 제품에 대한 도전과 의지로 모인 약 30명의 동료가 실력과 태도가 기본이 되어 함께 일하고 있습니다. KDL은 AI를 사랑하는 너드들이 모이다 보니 기술변화를 기민하게 파악하는 장점이 있고, 조직이 젊다 보니 실행력도 빠른 편입니다. 반면에 10~20년 이상 업계에 몸담은 시니어 인재들도 팀마다 자리 잡고 있어 안정성까지 확보한 조직입니다.
주요업무
• React를 활용한 웹 플랫폼 개발
자격요건
• 코드리뷰
• React 기반(SPA)의 웹 서비스 개발 경험을 가지고 계신 분
• TypeScript에 대한 이해도가 있으신 분
• 상태 관리 라이브러리 사용 경험이 있으신 분
• 렌더링 최적화를 고려한 효율적인 state 관리 경험이 있으신 분
• html, css를 이용한 기본 레이아웃과 반응형 UI를 자유롭게 다룰 수 있으신 분
우대사항
ㆍ웹 디자이너, 백엔드 엔지니어와의 협업 경험이 있는 분
ㆍ웹 성능 개선 경험이 있는 분
혜택 및 복지
우리가 더 성장하도록

• 매 월 팀 운영비 지원
사용처는 자유롭습니다. 보드게임을 사셔도 좋고, 점심회식도 좋습니다. 
팀워크에 도움되는 활동이라는 유연하게 사용할 수 있는 컨셉입니다.

• 딥러닝 엔지니어를 위한 대학원 학비 지원
3년 이상 근속자는 신청 가능하며, KDL은 해외 대학원 입학을 권장합니다. 
공부하는 그곳이 새로운 터전이 되어 KDL의 해외지사가 설립될 것이며, 엔지니어를 모집하는 연구소가 되어 줄 것입니다.

• 각종 직무 관련 세미나, 국내외 컨퍼런스 참여 지원
미래를 선도하는 AI기업이 되기 위해서는 각 직무 관련 트렌디한 지식습득은 필수적인 요소입니다. 
성과가 뛰어난 크에게는 해외 컨퍼런스 참여를 지원합니다. 



성과는 체감되도록

• 고과에 따른 합리적인 보상과 인센티브
성장에 몰입하는 조직인 만큼 결과에 따른 현금 보상을 지급합니다. 

• 특허 출원 시 200만 원 + 소요비용 지원
특허 출원에 소요되는 모든 비용을 지원하고, 현금도 함께 지급됩니다. 
KDL은 특허청에서 인증받은 직무발명보상우수기업입니다.



쉴 때는 제대로 쉬도록
• 자유로운 휴가 제도 운영
• 장기근속자 리프레쉬 휴가 지원
• 유급 여름 휴가 지원
• 점심시간 11시 45분부터 1시까지 운영
• 안마 의자 & 수면실 구비
• 명절 선물 및 경조사비 지원"
5,"우아한형제들(배달의민족,Tech)",셀러서비스실 셀러웹프론트개발팀 웹프론트엔드 개발자,서울 송파구,서울시 송파구 위례성대로2 장은빌딩,"유연근무,보너스,어린이돌봄,단체보험,복지포인트,장비지원,1,001~10,000명,설립10년이상",상시채용,경력 5-21년,"포지션 상세
[조직소개]
셀러웹프론트개발팀은 셀러서비스실 내의 셀러셀프서비스팀・세일즈서비스팀・주문접수채널팀에서 운영하는 다양한 서비스에 대한 프론트엔드 개발/운영을 담당합니다.
다양한 연차와 경험을 가진 프론트엔드 개발자가 함께 시너지를 발휘하고, 파트별로 서비스를 담당하여 유관부서와 긴밀하게 협업합니다.
페어 코딩과 코드 리뷰로 서비스 품질과 안정성을 높이며 함께 성장하고 정기 워크숍에서 기술 토론과 주요 이슈를 공유하며 역량을 올립니다. 정기 스터디를 통해 프론트엔드 기술을 탐구하고 함께 성장하고 있습니다.
주요업무
- 배달의민족의 또 다른 고객인 수십만의 사장님들이 더 쉽게, 더 빠르게, 더 효과적으로 장사하실 수 있도록 가게, 메뉴, 리뷰 등의 정보를 관리하는 '셀프서비스'의 프론트엔드를 개발/운영합니다.
- 배달의민족 운영자가 B2B요청을 빠르게 처리할 수 있는 요청-승인시스템의 프론트엔드를 개발/운영합니다.
- 외식업 사장님이 스스로 배달의민족과 계약할 수 있는 입점서비스의 프론트엔드를 개발/운영합니다.
자격요건
-  5년 이상의 프론트엔드 개발 경험이 있는 분
- TypeScript, React에 대한 이해와 개발 경험이 있는 분
- Mobx, Redux, TanStack Query 등 상태 관리 라이브러리를 이용한 개발 경험이 있는 분
- 웹사이트 성능 측정 및 최적화 경험이 있는 분
- JavaScript, CSS, HTML에 대한 이해가 깊은 분
- 다양한 이해관계자와의 원만한 커뮤니케이션을 통해 요구사항을 이해하고 정리할 수 있는 분
우대사항
- React, Vue, Angular 등 SPA 프레임워크 사용 경험이 있으면 좋습니다.
- Webpack, Vite 등 모듈 번들러에 대한 경험이 있으면 좋습니다.
- UI/UX에 대한 관심과 이해가 있으면 좋습니다.
- 반응형 디자인, 웹 접근성, 웹 표준을 고려한 개발 경험이 있으면 좋습니다.
- 트래픽이 많은 웹서비스 또는 인앱브라우저 지면 개발 경험이 있으면 좋습니다.
- 여러 직군과 협업하여 능동적으로 업무를 진행할 수 있는 역량을 지닌 분이면 좋습니다.
혜택 및 복지
[우아한혜택 미리보기]
- 정규직 입사 시, 기본연봉의 20%를 사인온 보너스로 지급! (단, 근속조건 2년)
- 일한 만큼 드립니다. 매월 소정근로시간 초과 시 분 단위로 지급되는 연장수당
- 집에서도 일하기 좋은 환경을 만들어드려요, 신규입사자 선물 지급! (허먼밀러 뉴에어론 의자, 모션데스크, 아이패드, 갤럭시탭 등 총 8개의 항목 중 택1 지급)
- 자기성장에 필요한 도서구입비 무제한 지원
- 복지포인트 연 200만 포인트 지급
- 근속기간 별 리프레시 휴가 지급! 만 3, 5, 7, 10년에 나를 되돌아보고 한 단계 더 도약할 수 있는 시간을 드려요!
- 가족까지 챙겨드려요. 본인, 배우자, 자녀, 양가 부모님까지 단체상해보험 제공
- 주택/신용대출 이자 지원! 집, 일상생활 걱정을 덜어드려요
- 최신형 장비 2년마다 지원! 맥북프로, 윈도우 중 선택!
- 엄마, 아빠를 위한 다양한 지원 (산후조리원비, 우아한 어린이집, 육아기 근로시간 단축, 우아한 예비 엄마/아빠 제도)

[입사 후 생활 미리보기]
- 개인의 업무 스케줄에 따라 근무 시간을 구성원이 직접 계획해요, 선택적 근로시간제 (코웍시간에는 함께 일해요)
- 지정 출근 요일은 오피스에서 동료들과 만나 함께 일하고, 그 외 근무일은 각자 자유롭게 일을 더 잘 할 수 있는 공간에서 몰입해요, 하이브리드 근무제
- 주 32시간 기준으로 월 소정근로시간 책정! (월요일 오전은 쉴 수 있도록 코웍시간은 1시부터!)
- 대표와 직원들이 자유롭게 의견을 나누는 소통의 장, 우수타
- 관심과 애정으로 구성원을 챙깁니다, 피플실

#선택적근로시간제 #주32시간제 #사인온보너스 #단체보험

※ 입사지원 안내사항
채용 프로세스 상 서류전형 이후부터는 우아한형제들 내부 시스템을 통해서 면접전형이 진행됩니다.
서류전형 합격 시 우아한형제들 채용 시스템에 지원서 등록 절차가 한 번 더 진행됨을 사전 안내드립니다.
원활한 채용 진행을 위해서 번거로움을 드리는 점 양해 부탁드립니다."
6,이노그리드,[하이브리드 플랫폼팀] SW개발 (프론트) / 선임,서울 중구,"서울시 중구 을지로 100, B동 10층 (파인에비뉴)","유망산업,설립10년이상",2024.05.31,경력 3-6년,"포지션 상세
우리 사회는 변화와 무한 경쟁 속에서도 지속적인 발전과 성장으로 'IT 코리아'를 세계에 알려왔습니다. 현재 우리는 4차 산업혁명시대를 맞아 과거와는 다른 큰 변화의 중심에 서 있습니다. 인공지능(AI), 사물인터넷(IoT), 빅데이터· 블록체인 등의 신기술과 소프트웨어 개발 능력, 풍부한 사업 경험이 결합해 4차 산업혁명의 주도권을 가져갈 수 있도록 준비하고 있습니다. 국내외 시장 변화와 업계의 신속한 대응이 그 어느 때보다 중요하게 작용되고 있습니다. 또한 기업이 발전할수록 혼자가 아닌 업계 전문 기업들과의 함께 협업과 상생을 통해 사업의 기회를 만들어 나간다면 의미와 파급력은 더 클 것입니다.

이노그리드는 더 많은 기업들과 함께 성장할 수 있도록 국산 클라우드 에코 시스템을 만들고 데이터의 잠재력을 적극 활용해 4차 산업 혁명을 주도해 나가는 동시에 국산 클라우드 기업의사명감을 가지고 대한민국 ICT산업 성장사의 발자취와 함께 하겠습니다. 감사합니다.
주요업무
[프론트 개발]
하이브리드 클라우드 플랫폼 UI/UX 개발
- 신규 기능 개발
- 유지보수 및 리팩토링
- 재사용 가능한 컴포넌트 개발
자격요건
[프론트 개발]
- React, Typescript 개발 경험 3년 이상
- 코드 재사용성에 대한 관심이 많은 분
- 데이터 시각화 개발 경험있는 분
- git을 활용한 협업 경험이 풍부한 분
우대사항
[프론트 개발]
 -테스트 주도 개발(TDD) 또는 테스트 자동화 경험이 있는 분
- Webpack 또는 다른 모듈 번들러 사용 경험이 있는 분
- React 생명주기에 대한 깊은 이해가 있는 분
- Next.js 프로젝트 개발 경험이 있는 분
- 마이크로 프론트엔드 아키텍쳐 개발 경험이 있는 분
혜택 및 복지
. 이노그리드 홈페이지 참조"
