,기업명,채용공고,위치,위치상세,태그,마감일,경력,채용상세
0,올거나이즈코리아(Allganize Korea),Engineering Director,서울 강남구,"서울시 강남구 테헤란로8길 16, 지희빌딩 8층","커피·스낵바,장비지원,자기계발지원,건강검진지원,유망산업,설립4~9년",2024.05.30,경력 7-25년,"포지션 상세
[올거나이즈 소개]

자연어 이해(NLU) AI 기술을 기반으로 기업 내의 많은 문서/텍스트 데이터를 분류, 추출, 검색을 해서 업무 자동화를 돕고 있습니다. △ 문서 출처 + 정확한 답변 = 알리GPT △복잡한 표까지 추출하고 원하는 형태로 변환하는 알리 캡처 △ 질문 의도를 이해하고, 빠르게 답을 보여주는 알리 답변봇까지 다양한 기업 맞춤형 AI 솔루션을 개발, 공급하고 있습니다.

현재 미국, 일본, 한국에서 2,500 곳 이상의 고객사에게 서비스를 제공중이며, 현대카드, KB 증권, 일본의 미쓰이스미토모(SMBC)금융그룹, 노무라 증권, AEON(아시아 1 위 라테일), KDDI(일본 2 위 민간통신사), 미국의 트래블러스, 오클라호마 주정부 등에서 사용 중입니다.

올거나이즈는 시리즈 B까지 누적 투자 금액 3500만 달러를 유치했고, 일본 시장 확대 및 도쿄거래소 상장을 목표로 본사 기능을 미국에서 일본 도쿄로 이전했습니다. 올거나이즈 팀은 한국, 일본, 미국에 글로벌 오피스를 두고 함께 협업하고 있습니다.

한국팀은 올거나이즈의 R&D센터의 역할을 담당하고 있으며 개발 조직의 규모를 지속적으로 키워갈 계획입니다. 도약의 시작점에 있는 올거나이즈에서 성공의 경험을 함께할 인재를 모시고자 합니다.

올거나이즈 CEO 인터뷰
http://jmagazine.joins.com/forbes/view/334556

올거나이즈 CAIO 인터뷰
https://www.inews24.com/view/1579142

올거나이즈 CTO 인터뷰
https://zdnet.co.kr/view/?no=20230213094718
주요업무
• 올거나이즈 S/W 기술 비전과 아키텍처 세팅
• 개발 전략 수립 및 개발 총괄
• 개발 로드맵 설계 및 추진(Front-end, Back-end)
• 퀄리티 높은 제품을 효율적으로 만들 수 있는 개발 프로세스 설계
• 개발조직 인재 영입, 엔지니어 성장 관리, 개발 문화 리드
자격요건
• 7년 이상의 개발 실무 경력이 있으신 분
• 2년 이상의 개발 조직 리드 경력이 있으신 분
• 컴퓨터공학 전공 혹은 그에 준하는 전공 및 지식 보유하신 분
• 대규모의 실시간 트래픽을 처리하는 시스템 개발 경험이 있으신 분
• 비즈니스 요구사항을 이해하고 필요한 시스템 구조와 데이터 모델을 설계한 경험이 있으신 분
• Public 클라우드 환경에서 서비스 개발, 배포 및 운영 경험이 있으신 분
• 최고의 서비스를 지향하며 적극적으로 동료들과 커뮤니케이션할 수 있으신 분
우대사항
• AI/ML 환경에 대한 이해와 경험이 있으신 분
• 소프트웨어 전반적인 QA 및 프로젝트 관리 관련 지식이 있으신 분
• 좋은 코드, 개발 프로세스 및 개발 조직 문화에 관심이 있고 직접 기여한 경험이 있으신 분
• B2B SaaS 개발 및 유지보수 경험이 있으신 분
• 스타트업 개발 조직 리드 경험이 있으신 분
혜택 및 복지
""글로벌 인재로 성장할 수 있는 기회""
• 미국 휴스턴, 실리콘 밸리, 일본 도쿄에 있는 팀과 일할 수 있는 글로벌 업무 환경을 제공해드려요.
• 미국 법인에서의 Exchange Program(1-2개월)을 운영하며 희망할 경우 경비를 지원 해드려요.
• 조직 목표 달성시 글로벌팀이 한자리에 모이는 Global Offsite를 운영합니다.(2022년 12월 태국 파타야에서 진행)

""자율적이고 업무 몰입을 돕는 근무 환경""
• 근무시간은 9시 - 6시가 기본이지만 상황에 맞게 유연한 출/퇴근이 가능해요.
• 고사양의 노트북과 모니터를 지원해드려요. 그 외에도 필요한 장비를 적극 지원해드리고 있습니다.
• 주 3회 사무실 출근하는 Hybrid Work를 시행 중이에요.
• 사무실 나오시는 날은 점심 값 걱정 없도록, 식사 비용(식사 후 커피까지!)을 지원합니다.
• 당 떨어지는 일 없도록, 사무실에는 항시 간식을 구비하고 있어요.
• 재택 근무 하실 때 업무에 몰입할 수 있도록 재택 근무 환경 구축을 위한 비용을 지원해드려요.

""그 외에 제공 해드리는 것들""
• 자기계발비를 지원해드려요.
• 도서 구입비용을 지원해드려요.
• 설과 추석에는 명절 선물을 지급해드려요.
• 종합 건강 검진을 지원해드려요.
• 연차 외 유급 병가제도와 연말 약 1주 간의 전사 Off기간을 운영하고 있어요."
1,크리스틴컴퍼니,파이썬 백엔드 개발자 / 2년이상(서울),서울 강남구,강남구 테헤란로306 카이트타워 15층,"커피·스낵바,스톡옵션,보너스,유급휴가,장비지원,리프레시휴가,식대지원,유망산업,설립4~9년",상시채용,경력 2-5년,"포지션 상세
Anytime, Everywhere, Whatever, You Want


신발을 좋아하고 패션에 관심있고 더 나아가 기술을 더하여 신발산업을 혁신하고 글로벌로 함께 나가실 분들을 모십니다!

크리스틴컴퍼니는 2번의 성공적인 청년 창업 신화를 이루고 다양한 산업의 혁신 노하우를 쌓아온 이민봉 대표가 설립한 스타트업으로 30년동안 변하지 않던 우리나라 신발 산업을 기술을 통해서 혁신하고 글로벌 신발 산업을 리드해나가고 있습니다.

오프라인 중심의 복잡한 신발 제조 공정을 빅데이터와 AI기술을 활용하여 온라인으로 간단하게 신발 제조를 의뢰할 수 있는 ""신플 플랫폼"", 디자이너들이 편리하게 디자인에 집중할 수 있도록 도와주는 ""슈즈 빅데이터 분석시스템"", ""AI디자인 협업툴"" 등을 개발하여 우리나라를 대표하는 슈즈 패션테크 기업으로 국내 뿐 아니라 글로벌 시장에서도 주목받고 있습니다.

B2B사업은 산업통상부 선정 국내 유일의 슈즈 패션테크 기업, 디자인진흥원 슈즈 분야 디지털 전환 R&D 리딩기업, 팁스(TIPS) 등에 선정되며 독점적인 기술력과 경쟁력을 인정받으며 성장하고 있으며

B2C사업은 트렌드 분석 기술력을 바탕으로 성장중인 명품 브랜드 ""크리스틴"" 을 운영하고 있습니다. 국내 패션 슈즈 브랜드 최초로 에비뉴엘 명품관에 입점하여 글로벌 브랜드들과 경쟁 펼치면서 빠르게 성장하고 있습니다.

이러한 경쟁력으로 네이버, 아주IB투자, 산업은행 등 국내를 대표하는 투자사로 총 140억의 투자를 유치하면서 신발 분야 패션테크 기업 1위로 성장하고 있습니다.

어떠한 학력을 가졌던, 어떠한 경력을 가졌던, 수치상의 화려한 스펙보다는 정말로 신발에 진심인 분, 우리나라 신발 산업이, 우리가 만든 신발 브랜드가 경쟁력 있는 기술로 혁신하여 글로벌 시장을 주도하는데 함께 해보고 싶은 팀원들을 기다리고 있습니다.

새로운 도약과 성장에 함께 하실 분들을 기다립니다.
주요업무
자사의 데이터 수집 모듈 API 개발 및 시스템 고도화, 웹 크롤러 고도화 개발 업무를 진행 합니다. 

1. 백엔드 API 설계 및 기능 개선
2. 웹 크롤러 개발 및 스케쥴링 관리 / 운영
3. 클라우드 기반의 웹/DB서버 안정화 작업
4. 안정적, 확장성 있는 서비스 및 아키텍처 설계 / 개발
자격요건
1.  백엔드 개발 2년 이상의 경력자 분(관련 경력 최소 1년 이상)
2. FastAPI, Flask 등을 활용한 백엔드 개발 경험이 있으신 분
3. SQLAlchemy 등의 ORM 사용 경험이 있으신 분
4. 데이터베이스(RDBMS, No-SQL 등) 설계 및 구축에 대한 이해와 경험이 있으신 분
5. 웹 스크래핑 및 크롤링 개발 경험이 있으신 분
6. 팀원과의 원활한 커뮤니케이션이 가능하신 분
우대사항
1. 백엔드 개발 경력 2년이상 있으신 분
2. 스타트업 솔루션 및 SW경험 있으신 분 
3. 솔루션 및 SW개발 프로젝트 참여 경험 있으신 분
4. 데이터 분석 경험이 있으신 분
5. AWS, NCP 등의 클라우드 플랫폼 사용 경험이 있으신 분
6. 적극적으로 학습하며 빠른 업무 환경/성장을 즐기시는 분
7. 패션에 관심이 많으며 신발을 진심으로 좋아하시는 분
혜택 및 복지
크리스틴컴퍼니는 자율적인 문화를 바탕으로 팀원 여러분들의 능력을 마음껏 펼칠 수 있도록 지원합니다. 

＜최고의 근무 환경을 지원합니다.＞

1) 선릉역 출근, 선릉역 본사 근무
2) 입사시 고성능 업무용 노트북 + 27인치 모니터 지급
3) 고급 커피머신 비치 및 간식 무제한 제공
4) 수평적인 소통 문화의 기반이 되는 닉네임 사용
5) 복장 자율화
6) 전 직원 네이버웍스 가입 및 서비스 무료 사용 가능

＜직원 여러분의 다양한 복지 혜택을 제공합니다.＞

1) 전직원 4대 보험 가입
2) 매월 점심 식대 별도 지급
3) 매년 연봉협상 시 성과급 제도 시행
4) 팀별 도서구입비 지급
5) 패밀리 데이 조기 퇴근(매월 1회)
6) 전직원 크리스틴 자사몰 제품 구매시 50% 할인 적용
7) 근속년수 1년(정직원) 이상부터 크리스틴 자사몰 20만 포인트 지급(해당월 초)

＜직원 여러분의 워라벨을 지원합니다.＞

1) 기본 연차 휴가 15일 제공 (입사기준 2년마다 1일 추가)
2) 자유로운 연차 휴가 사용 가능
3) 생일자 휴가 제공 (주말 생일자 경우 해당 월 평일 사용 가능)
4) Family Day 실시 (매월 1회 금요일 3시 조기 퇴근 실시)
5) 3/5/9 Refresh 휴가 제공 =＞ 3년차(3일), 5년차(5일), 9년차(9일) 기본 연차 외 유급휴가 추가제공
6) 야근 및 회식 강요 없는 환경 (부득이한 야근 시 대체 휴무 시행)


[근무 형태]
정규직

[지원방법 및 채용 절차]
서류 접수 ＞ 직무 인터뷰 ＞ 경영진 인터뷰 ＞ 리더 인터뷰 ＞ 최종 합격

1. 지원서 및 이력서, 포트폴리오 접수
• 자신의 경험 및 장단점이 잘 드러나도록 자유 형식으로 지원해주세요.
• 구체적인 본인 작업 기여도를 포함한 PDF 혹은 URL 제출해주세요.

2. 직무 인터뷰
• 포트폴리오 리뷰
• 지원한 팀원들과 코딩테스트, 직무역량, 경험에 대해서 인터뷰를 진행합니다.

3. 경영진 인터뷰
• 직무, 회사생활, 비전, 포부 등 인터뷰를 진행합니다.

4. 리더 인터뷰
• 크리스틴의 문화를 기반으로 잘 어울리고 즐겁게 일할 수 있는 분인지를 확인하는 인터뷰 진행합니다.

5. 최종 합격
• 처우협의와 입사일은 최종 합격 이후 개별적으로 협의하고 있습니다.
• 크리스틴컴퍼니는 패션테크 업계 최고 수준의 대우를 드리게 위해서 노력하고 있습니다."
2,에스케이일렉링크,DA/DS 분석가,서울 송파구,서울시 송파구 올림픽로 295 삼성생명잠실빌딩 17층,"복지포인트,식대지원,설립3년이하",2024.06.02,경력 5-10년,"포지션 상세
당사는 2022년 11월 에스트래픽에서 물적분할 후 설립된 전기차 충전 전문 업체로 현재 SK 계열사입니다.
전기차는 글로벌 ESG 및 탄소배출절감 Trend와 함께 지속적으로 증가하고 있으며, 이러한 시장의 변화에 맞춰 당사는 전기차의 시대를 맞이하기 위한 충전 인프라를 만들어 나가고 있습니다.

현재 전국 약 1,650여개의 민간 최다 급속 충전기 등을 운영 중이며, 다수의 공공/ 민간과의 파트너십을 기반으로 지속적으로 충전 N/W 확장을 통해 국내 전기차 충전 업체 1위를 목표하고 있으며, 그와 함께 자체 관제시스템 및 플랫폼, 유무선 충전 시스템 등 Tech Leadership을 확보하여 타 업체 대비 기술 경쟁력을 보유하고 있습니다.

향후에는 전기차 충전 사업을 기반으로 향후 V2G (Vehicle To Grid), VPP (Virtual Power Plant) 등 전력 연계 사업과 자체 플랫폼을 구축하여 MPS (Mobility Service Provider)로 사업을 확장하여 전기차와 관련된 폭넓은 Biz Portfolio를 만들어 나갈 계획입니다.

이러한 목표를 이루기 위해 당사는 2022년 12월 ㈜SK네트웍스와 홍콩계 사모펀드 (PE) ‘앵커에쿼티파트너스’의 투자를 유치하며 재무적 지원 뿐만 아니라 대기업과 사모펀드의 경영 노하우를 공유 하게 되었습니다. 현재는 ㈜SK네트웍스를 대주주로 두고 있으며, ‘23년 1분기 내 SK 계열편입 및 SK 브랜드 적용이 (SK로 사명 변경) 완료되어 명실공히 SK를 대표하는 전기차 충전 회사가 되고자 합니다.
주요업무
• 전기차 충전기 관련 데이터 수집, 전처리, 분석 및 시각화
• 충전기 가동율을 높이기 위한 다양한 데이터 분석하고 모델링
• 데이터 트랜드 패턴 이상치 등을 분석하고 사업 의사결정에 제
자격요건
• 데이터 분석 또는 비즈니스 인텔리전스(BI) 분야에서 5년 이상의 경력
• SQL과 Python 또는 R을 활용한 데이터 분석 능력
• 데이터 시각화 도구 (Tableau, Power BI, matplotlib) 사용 경험
• 데이터 마이닝, 통계 분석, 예측 모델링에 대한 지식
• AI / ML / DL 프로젝트에서 모델을 구축하고 훈련 및 배포한 경험
• 문제 해결 능력 및 원활한 커뮤니케이션 능력
우대사항
• 대용량 데이터 처리 및 분석 경험
• 클라우드 기반 데이터 플랫폼 사용 경험 (AWS, Azure)
• 개발 경험 (Java, Python, Javascript 등)
• 데이터 프로젝트를 설계하고 리딩한 경험
혜택 및 복지
• 4대보험 / 경조사 휴가 / 중식, 석식 식권 제공
• 개인연금, 어학비,  경조금 지원"
3,루닛(Lunit),Backend Engineer · Lunit SCOPE,서울 강남구,"서울특별시 강남구 강남대로 374 5층(역삼동, 케이스퀘어 강남2)","식대지원,커피·스낵바,보너스,유망산업,건강검진지원,워크샵,재택근무,자기계발지원,설립10년이상",상시채용,경력 3-12년,"포지션 상세
Lunit은 ""Learning Unit""을 줄여 만든 이름으로,
암 진단 및 치료에 기여하는 인공지능 솔루션을 개발하고 제공하는 의료 AI 기업입니다. 루닛은 인공지능 기술을 통해 더 정확한 암 진단과 치료 효과 예측이 가능해지고, 환자를 위한 신속한 맞춤형 치료가 가능해지는 시대를 열고자 합니다.


[About the team]
Lunit의 Oncology Software Engineering팀은 전 세계에서 유일무이한 플랫폼을 구축하는 팀으로, 끊임없이 기술적 Challenge를 정의, 개선하여 극복해야 할 과제들을 하나씩 풀어가고 있습니다. 합류하신다면 도전적이지만 재미있는 커리어를 쌓으시게 될 거라고 확신합니다.


[About the position]
Lunit의 Oncology Backend Engineer는 자사의 목표인 ‘Conquer Cancer Through AI’ 를 제품으로 실현하기 위해 Oncology/Pathology 분야에서 암 치료를 위한 인공지능 바이오마커 기반 의료 SW 제품을 개발합니다. 주요 제품군은 Pathology 이미지의 조직 및 세포를 인공지능을 통해 분석하여 암치료제에 대한 반응을 예측하는 제품입니다.우리의 제품을 통해 더 많은 암 환자들은 효과적으로 치료를 받고 제약 회사들은 신약 개발 임상 실험에도 활용할 수 있습니다.

Lunit SCOPE는 생명과 직결된 매우 중요한 의료 AI 솔루션이며, 전 세계의 암 환자뿐만 아니라 제약회사에게도 뜨거운 관심을 받고 있습니다. 본 포지션은 의료 분야에 대한 경험이 없으셔도 함께하실 수 있으며 매우 의미있는 개발을 할 수 있는 포지션입니다. 함께 인류의 과제를 정복하실 개발자 분을 모십니다.
주요업무
• AI as a Service 제품을 설계하고 개발합니다.
• 분산 inference 시스템을 설계하고 개발합니다.
• AI 모델을 제품화하고 지속해서 개선, 운영하는 노하우를 갖게 됩니다.
• 의료 기기 가이드라인을 준수하는 Software as a Medical Device (SaMD)를 개발합니다.

[기술스택 및 Tools]
• AWS
• Kotlin, Spring Boot, Gradle, Spring Mvc, Spring Webflux, Python, FastAPI, Torchserve
• PostgreSQL, Redis, RabbitMQ, Hazelcast
• Terraform, Ansible, Atlantis, Github Actions, Docker
자격요건
• 3년 이상의 Backend 개발 경력을 갖추신 분
• 컴퓨터 공학 전공자 혹은 이에 준하는 이론 지식을 갖추신 분
• 제품을 한번 개발하고 마는 것이 아니라 지속적으로 개선 시키며 운영해 보신 분
• 자신의 경험이 정답이라 생각하지 않고, 새로운 분야/환경에 맞춰 유연하게 사고하고 커뮤니케이션 하실 수 있는 분
• 훌륭한 team player
• 새로운 기술/시도에 대한 거부감이 적으며, 다양한 작업에 대한 우선순위를 판단하고 계획할 수 있으신 분
• 목표한 결과를 만들기 위해 부단히 노력해서 결국에는 성과를 만드시는 분
우대사항
• 대용량 실시간 트래픽을 처리하는 시스템 개발해 보신 분
• 글로벌 라이브 서비스 / B2B 서비스 개발 및 운영해 보신 분
• MLOps 개발 및 운영해 보신 분
• Spring framework 노하우가 있으신 분
• Public cloud(AWS, GCP, AZURE 등)를 사용하여 제품 서비스를 개발 및 운영해 보신 분
• Container orchestration, Infrastructure as Code (IaC) 사용해 보신 분
• 영어 커뮤니케이션이 능통하신 분
혜택 및 복지
[루닛에서 일하는 것이 즐거운 이유!]
Be the Next Lunitian !
Lunit+ Martian의 줄임말로 '암'이라는 행성을 정복하기 위해 노력하는 루닛 멤버들을 지칭해요
• 강남역 3번 출구 도보 1분 거리에 위치한 신규 오피스(언덕 없는 평지!)
• 먹는 것에 진심인 우리, 강남 맛집 정복을 위한 12,000원의 식비 지원(점심,저녁) 및 무제한 간식 제공
• 내일 또 오고 싶은 내 자리, 직접 꾸밀 수 있도록 데스크테리어 비용 30만원 지원
• 입사 시 최신 사양의 컴퓨터 장비(Mac, 4K 모니터 등)선택, 3년마다 최신형 장비 지원
• 최고의 복지는 동료! 배울 점이 많은 훌륭한 동료들이 있어요

Benefits & Perk !
함께 더 오래가기 위해 준비했어요
• 자유롭게 쓸 수 있는 복지 포인트 연간 120만원 지원
• 5년 장기 근속시 18.7g의 골드코인, 200여만원의 포상금, 2주의 리프레시 휴가를 포상으로 지급하고 있어요.
• 종합건강검진을 매년 지원하고 있어요
• 안전한 근무를 위한 임직원 단체상해보험 가입
• 슬픈 날 기쁜날 모두 함께해요, 명절 선물 및 각종 경조사에 대한 경조사비와 경조휴가 지원
• 사내 추천자 입사시 최대 500만원 채용 인센티브 지급, 좋은 분과 함께 일해요

Activity !
루닛이라면, 회사에서도 충분히 행복할 수 있어요
• 같이하면 더 즐거운 취미 생활, 월별 1회 소모임 활동 시 비용 지원
• 부서별 특성을 살려 자유롭게 운영되는 부서 회식 비용 지원
• 굿즈에 진심인 루닛, 창립 N주년마다 새로운 굿즈를 기다리는 재미가 있어요
• 매년 올 한해도 수고해준 루니션을 위해 즐거운 송년회를 진행해요

Learn and Grow with Lunit !
배움으로써 성장하는 루닛이기에 구성원의 성장을 적극 지원해요
• 학회 참석 및 각종 직무 교육, 도서 구매 지원
• 의료? AI? 함께 공부해봐요, 정규 사내 인공지능/의료 세미나 개최
• 영어가 생활인 루닛, 업무 시간을 활용해 영어 회화 수업을 들어요
• 대규모 고품질 인공지능 학습 데이터 및 딥러닝 DevOps 시스템 보유

[제출서류]
• CV (resume, free format)

[전형 절차]
• Document Screening -＞ Introductory call -＞ Assignment -＞ Competency-based Interview -＞ Culture-fit Interview -＞ Onboarding
  • Introductory call은 캐주얼한 분위기속에서 루닛 과 포지션에 대해서 소개해 드리는 시간입니다.
  • 최종 면접 이후, 필요 시 레퍼런스 체크를 진행할 수 있습니다."
4,비큐에이아이,서비스개발본부 미디어데이터팀 백엔드개발자 (주니어),서울 중구,"중구 퇴계로 385 (흥인동) 준타워 5,6,9층","리프레시휴가,유망산업,건강검진지원,설립10년이상",상시채용,경력 1-3년,"포지션 상세
비큐AI는 1998년 설립하여 현재까지 국내 3,000여 언론 파트너사와 비즈니스를 하고 있는 빅테이터 미디어 플랫폼 기업으로 글로벌 미디어 오픈 플랫폼을 지향하는 기업으로 성장하고 있습니다. 전 세계 언론 미디어 플랫폼 시장은 방대한 규모를 형성하고 있으나 아직 국내외 언론 미디어 플랫폼 시장은 언론 콘텐츠의 특성으로 인해 한계를 가지고 있습니다.
비큐AI는 언론 미디어 기반의 새로운 오픈 플랫폼을 성공시켜 세상이 더욱 깨끗해질 수 있는 거대한 미디어 생태계를 만드는 일을 하기 위해 훌륭한 인재들을 채용하고 있습니다.

*MISSION - 미디어 빅데이터 & AI플랫폼을 통한 데이터의 새로운 가치 창출

*새롭게 합류할 분을 기다립니다.
#AI_100대 유망기업 #인공지능 #미디어_빅데이터 #AI_surfer #AI_김기자 #WIGO #WIGO_bot #코스닥상장사
주요업무
• 웹 크롤러, 매체 연계 에이전트 개발 및 운영
• 기타 백엔드 에이전트 개발 및 운영
• DB 통계 요청 처리
자격요건
• 파이선 교육을 이수하거나 프로젝트 수행 경험이 있는 자
• 기본적인 SQL 작성 능력이 있는 자
• 관련 업무 및 교육 중 수행한 내용에 대한 포트폴리오를 지참한 자
우대사항
• 웹크롤링 프로그램 개발의 경험이 있으신 분
• 풀 스택 개발자로 성장하고자 하는 목표가 있으신 분
혜택 및 복지
• 자유로운 연차, 휴가 사용 가능
• FLYER's DAY (징검다리 휴무 연차 사용) 운영
• 정시 퇴근, 강요 없는 회식 참석
• 나이나 직급 관계없이 모든 직원 '프로님' 호칭 및 존댓말 사용
• 회사의 방향성과 의견을 공유하는 대표이사 '타운홀미팅' 시행
• 최고급 수준의 호텔과 리조트 회원가 이용 지원
• 업무 관련 장비 및 소프트웨어 100% 지원
• 근속 포상제도 운영 - 상패와 부상, Refresh 휴가 지원 (만 3년, 5년, 10년 근속)
• 임직원 건강검진 지원 (서울베스트의료의원)"
5,큐리어슬리,[에어클래스] Kotlin/Spring Server Developer (3~5년차),서울 서초구,"서초구 서초대로 320, 10층(서초동, 케이타워서초)","자율복장,유연근무,자기계발지원,설립10년이상",상시채용,경력 3-5년,"포지션 상세
[에어클래스 소개]
에어클래스는 누구나 동영상 강의를 업로드하여 판매할 수 있고 다양한 강의를 검색, 비교할 수 있는 국내 최대 온라인 클래스 플랫폼입니다.

에어클래스는 ‘배움의 한계를 뛰어넘어 더 나은 내일을 만든다’는 브랜드 미션 아래 ‘배움에 대한 쉬운 접근성’, ‘지식을 나누는 즐거움’, ‘변화를 만드는 다채로움’ 이라는 브랜드 가치를 실천해가고 있습니다.

에어클래스는 현재 5,200여 명의 파트너와 함께 약 36만 편의 동영상을 제공하고 있으며 이 수는 지금도 꾸준히 증가하고 있습니다. (국내 최대 규모, 2024년 1분기 말 기준)


[QUBE MAKER 소개]
국내 최대 온라인 클래스 플랫폼 에어클래스의 운영 노하우를 바탕으로 시작된 '큐브메이커'는 누구나, 쉽게, 나만의 온라인 강의 플랫폼을 구축할 수 있는 ‘LMS 제작 서비스’입니다.

‘큐브메이커’는 콘텐츠를 판매하는 것 뿐만 아니라 단독 온라인 강의 사이트를 최저가로 제작할 수 있는 서비스로 온라인 교육을 필요로하는 다양한 비즈니스 환경에 딱 맞춘 솔루션을 공급합니다.

출시와 동시에 이미 많은 분들께서 찾아주시는 큐브메이커와 함께 꿈꾸는 모든 것을 현실로 이뤄낼 수 있는 열정적인 인재를 모집합니다.

무서운 속도로 성장하고 있는 큐리어슬리와 함께할 인재를 모집합니다.
주요업무
합류하게 되시면 고객의 여정을 기준으로 나누어진 스쿼드 중 한 곳에서 업무를 하게 됩니다. 스쿼드는 PO, 디자이너, 서버 개발자, 프론트 개발자, 모바일 앱 개발자로 구성되어 있습니다. 

• 유저의 배움과 관련한 경험을 설계합니다.
• 학습 데이터를 모니터링 및 관리하며, 동영상 등 다양한 콘텐츠를 구성・관리하는 제품을 개발합니다.
• 콘텐츠 크리에이터가 동영상, 전자책 등의 콘텐츠를 편집하고 업로드하는 제품을 개발합니다.
• 스쿼드 소속으로 스쿼드원들과 협업하여 주체적으로 유저 스토리를 달성하기 위한 도메인 로직을 설계합니다.
• 웹 프론트엔드, 앱 개발자와 협업하여 제품을 개발합니다.
• 서버 챕터원들과 협업하여 제품에 사용할 기술을 결정합니다.
• 서비스 품질 향상 및 고도화를 위한 백엔드 개발을 진행합니다.
자격요건
• Kotlin, SpringBoot을 이용한 서버 개발 경험이 있으신 분
• 서버 개발 경력 3년 이상 또는 그에 준하는 역량을 갖추신 분
• 다양한 이해관계자(PO, 디자이너, 프론트엔드/모바일 엔지니어, 운영 등)와의 의사소통에 능하신 분
• 좋은 의사결정을 위해 능동적으로 토론/토의에 임할 수 있는 분
• DB 설계와 API 개발에 대한 이해와 경험이 있으신 분
• 당연하지만 나이와 성별은 평가에 반영되지 않습니다.
우대사항
• Python, Node.js 등 다른 언어를 경험해보신 분
• Cloud(AWS, GCP) 활용한 설계, 개발 및 운영 경험이 있으신 분
• 대규모 트래픽 대응을 위한 설계, 개발 경험과 운영 경험이 있으신 분
• DDD, TDD, MSA, CI/CD 에 대해서 관심을 갖는 분
혜택 및 복지
[근무조건]
- 근무 형태 : 정규직 (수습기간 3개월)
- 근무 일시 : 주 5일 (월~금) 오전 8시~오전 11시 출근 (시차출퇴근제)
- 근무지역 : 서울시 서초구 서초대로 320, 2호선 교대역에서 도보 약 1분 (약 100m)
- 자율복장 : 면접에도 양복보다는 편안한 복장이 좋아요


[근무환경]
1. 업무에 온전히 집중할 수 있도록!
• 초과근무 수당 지급
• 리프레시 휴가 지원

2. 배움의 즐거움을 느낄 수 있도록!
• 에어클래스 캐시 연 30만 원 지원
• 직무교육비 연 20만 원 지원
• 도서 구매 무제한 지원

3. 눈치 보면서 근무하지 않도록!
• 자유로운 연차 사용 (미사용 연차수당 지원)
• 생일 당일 조기 퇴근
• 자유로운 복장
• 시차출퇴근제
• 1시간 단위 휴가

4. 기타 복리후생
• 경조사, 명절선물 지원
• 인재추천 포상제


[전형절차]
- 서류 전형 ＞ 1차 면접(기술 면접) ＞ 2차 면접(문화 적합성) ＞ 처우 협의 ＞ 합격

* 별도 테스트 과정이 추가될 수 있습니다.
* 면접 일정은 서류 합격자에 한하여 개별적으로 통보합니다."
6,평행공간,Python AI개발자,서울 서초구,서초구 매헌로 24 NH디지털 챌린지 내 평행공간 기업부설연구소,유망산업,2024.07.31,경력 1-9년,"포지션 상세
SW전공자들로 모인 개발팀으로 Spartial AI를 이용한 3D자동화를 개발합니다.
관련분야 수석개발자및 개발자들이 서로 협업하여 디지털트윈 시장을 선두적으로 개척하고 있습니다.
주요업무
필수 사항 
1. 학습에 대한 열망
2. Clean code 에 대한 수용

주요업무 
1. AI 관련 논문 연구 완벽한 이해 
2. 관련 코드 테스트 및 리펙토링
3. 리펙토링한 코드를 사내 접목
4. 신입/경력 가능 팀내에서 함께 협업하여 공동개발 가능한 개발자를 찾습니다.
자격요건
논문에 대한 열의
Python개발 가능
우대사항
- clean code 에 대한 이해와 refactoring 경험.
- C++개발 경험
혜택 및 복지
- 전 직원 삼성화재 건강보험 가입
- 힘든 일, 좋은 일 함께 경조사비 지급
- 업무 관련 외근 시 교통비, 식대 추가 지급
- 반반차, 반차 자유로운 연차 사용
- 8시~10시 자유로운 출근으로 유연근무제 실행
- 입사 후 스톡옵션 제공
- 사무실 내 건강한 간식 제공
- 명절 전날 조기 퇴근 실시"
